"","Nimi","Punktid15","Punktid16","Punktid17","Punktid18","pkokku"
"323","MASERATI (2002)","3.5","13","2","0",18.5
"794","LAROSCH (2013)","0","0","7.2","11",18.2
"165","CUANTIGOS (2009)","18","0","0","0",18
"226","ORHIDEE (2008)","9","1","0","8",18
"238","POLS (2001)","8","10","0","0",18
"286","VANDAAL (2000)","5","9","4","0",18
"343","OXANA (2005)","3","10","3","2",18
"561","GLORIA VAN HET KAPELHOF (2011)","0","18","0","0",18
"563","VERTIGO (2011)","0","17","1","0",18
"746","CASTILION VAN GROENHOVE (2006)","0","0","18","0",18
"747","MOLLY MALLONE (2012)","0","0","18","0",18
"822","VILTE (2008)","0","0","4","14",18
"841","OKASROOSIKE (2011)","0","0","2","16",18
"917","SONADORA (2009)","0","0","0","18",18
"170","SINDERELLA (2010)","17.5","0","0","0",17.5
"182","AVENSA B (2010)","14.5","1","2","0",17.5
"204","LED ZEPPELIN (2003)","11","1","4.5","1",17.5
"451","PAMELA (2005)","1","3","12.5","1",17.5
"785","CANDOUR ESQUI (2013)","0","0","8.2","9",17.2
"206","PERSOON (2000)","11","5","1","0",17
"312","LUCULLUS (2009)","4","12","1","0",17
"600","MANOLITO V'T MERELSNEST (2012)","0","7","10","0",17
"752","ATOMIC (2003)","0","0","16","1",17
"918","BERRA (2011)","0","0","0","17",17
"751","V COOPER (2013)","0","0","16.8","0",16.8
"666","ELOTTILINA (2009)","0","1","4","11.6",16.6
"201","CLAUDIA-CARDINALE (2003)","11.5","5","0","0",16.5
"412","CAMPARI (2008)","1.5","7","8","0",16.5
"175","CONTATOUR JP (2010)","16","0","0","0",16
"187","ZORITA B (2004)","14","2","0","0",16
"202","BENJAMIN DU ROUET (2010)","11","1","4","0",16
"234","CAPE LILY (2010)","8","8","0","0",16
"255","WEENUS S (2004)","7","0","0","9",16
"271","TREVOR (2003)","6","10","0","0",16
"305","COLANI H (1998)","4","12","0","0",16
"568","ARAGVA (2008)","0","16","0","0",16
"569","EKIMOV (2009)","0","16","0","0",16
"571","WONDERFUL SURPRISE (2006, SP)","0","16","0","0",16
"753","CARTOUCHE (2003)","0","0","16","0",16
"754","FULL OPTION Z (2010)","0","0","16","0",16
"919","OLLI ROYAL (2013)","0","0","0","16",16
"920","THANK YOU (2004)","0","0","0","16",16
"363","TERBE (2002)","2.5","9","4","0",15.5
"483","FELLIER (2010)","0.5","2","0","13",15.5
"251","MERCEDES (2004)","7","0","3","5",15
"254","SIR POPEY (2002)","7","8","0","0",15
"266","CORNELIA (2007)","6","1","0","8",15
"644","HUMMER V (2010)","0","2","10","3",15
"758","V CARLITO (2012)","0","0","15","0",15
"792","MONTON (2008)","0","0","8","7",15
"921","FINETTE VAN DE RIETVENNE (2010)","0","0","0","15",15
"759","MAHMED (2011)","0","0","14.4","0",14.4
"184","CASCANIA (2007)","14","0","0","0",14
"212","COCAIN (2009)","10","0","4","0",14
"236","EISREVUE (2010)","8","0","6","0",14
"272","WINDAR (2003)","6","8","0","0",14
"345","PAVADOR (2010)","3","2","8","1",14
"354","WHITE WIDOW (2011)","3","9","2","0",14
"406","ZELIBO (2004)","2","12","0","0",14
"575","DAIMOND (2003)","0","14","0","0",14
"577","SILVERADO (2008)","0","14","0","0",14
"760","BEST CHANCE (2004)","0","0","14","0",14
"762","IWAN S (2013)","0","0","14","0",14
"763","LAGOSAS (2004)","0","0","14","0",14
"768","VERA DE VERSO (2011)","0","0","12","2",14
"858","LIONELL (2011)","0","0","1","13",14
"922","CARDINOS PIGGX (2010)","0","0","0","14",14
"923","CASTELLO ARAGONÉSE (2014)","0","0","0","14",14
"924","IOMARA (2013)","0","0","0","14",14
"925","LEGEND OF SAN FRANCISCO (2011)","0","0","0","14",14
"926","MARIE ANTOINETTE N (2013)","0","0","0","14",14
"927","S'JASMINE POWER (2014)","0","0","0","14",14
"188","GREMI (2003)","13.5","0","0","0",13.5
"229","CLARISSA (2004)","8.5","3","0","2",13.5
"394","LUKRECIJA (2006)","2","3.5","3","5",13.5
"482","ESPRESSO (2006)","0.5","3","10","0",13.5
"499","PRINZ (2010)","0.5","9","0","4",13.5
"382","EXCELLENCE-C (2004)","2","2","9","0",13
"398","OMEERA (2004)","2","11","0","0",13
"456","RANDUR (2004)","1","10","0","2",13
"466","ULTRA (2005)","1","3","0","9",13
"579","GRACIO (2008)","0","13","0","0",13
"580","OONA S (2002)","0","13","0","0",13
"581","VIP (2008, SP)","0","13","0","0",13
"694","TORNAADO (2006)","0","1","11","1",13
"815","CARMINE (2006)","0","0","5","8",13
"198","QUIDADO DE RAVELL (2009)","12","0","0","0",12
"230","LISANDER (2006)","8.5","1.5","0","2",12
"248","CLAYTON (2010)","7","1","4","0",12
"249","FARANKA (2010)","7","1","4","0",12
"269","PFAFF (2006)","6","6","0","0",12
"314","OLIVER S (2011)","4","0","0","8",12
"315","PARYS (2005)","4","8","0","0",12
"390","KLIVLEND KING (2005)","2","10","0","0",12
"685","PATRIITS (2007)","0","1","1","10",12
"764","ASPARUCH (2006)","0","0","12","0",12
"765","BIRUETT (2011)","0","0","12","0",12
"766","BURBERRY (2012)","0","0","12","0",12
"767","CALIENTE (2012)","0","0","12","0",12
"772","LEXICA (2009)","0","0","10","2",12
"928","JALATUS II Z (2010)","0","0","0","12",12
"929","JUST ME VDM (2014)","0","0","0","12",12
"257","CARMENA (2008)","6.5","5","0","0",11.5
"289","BRADLEY (1999)","4.5","7","0","0",11.5
"422","POKEMON (2004)","1.5","2","5","3",11.5
"481","EMPIRE (1996)","0.5","11","0","0",11.5
"505","SANDROFELLA (2010)","0.5","11","0","0",11.5
"208","ROCK PEYTON BOLT (2009)","11","0","0","0",11
"211","ZONDER Z QUATTRO (2008)","11","0","0","0",11
"217","PARSIFAL (2008)","10","0","1","0",11
"219","STELLA (2010)","10","0","0","1",11
"392","LANDO III (2002)","2","9","0","0",11
"437","FAKIIR (2006)","1","6","0","4",11
"583","ALANDRA (2005)","0","11","0","0",11
"608","SYBERIA (2008)","0","6","5","0",11
"628","PARKER (2010)","0","3","1","7",11
"930","AL CAPONE (2012)","0","0","0","11",11
"931","PINELLI DE POLLI (2009)","0","0","0","11",11
"932","UBACH ALANNA (2007)","0","0","0","11",11
"213","FRESH-FINESSE (2001, VP)","10","0","0","0",10
"218","RADUGA (2006)","10","0","0","0",10
"265","CLINNUS (2007)","6","4","0","0",10
"304","CAVER (2002)","4","4","2","0",10
"379","ELLIPS (1997)","2","8","0","0",10
"452","PAREENA (2006)","1","2","0","7",10
"585","ALPACINO (2009)","0","10","0","0",10
"587","RALF (2006, SP)","0","10","0","0",10
"589","FERYMENT JJS (2010)","0","9","1","0",10
"670","FLINSTONE H (2010)","0","1","0","9",10
"771","CHELLA D`AMOUR (2011)","0","0","10","0",10
"773","ROCCA DEL DRAGONE (2012)","0","0","10","0",10
"774","THE LIGHT OF FIRE (2007)","0","0","10","0",10
"777","COUNT ON ME (2006)","0","0","9","1",10
"933","EXCLUSIVE (2011)","0","0","0","10",10
"934","ZURISO (2014)","0","0","0","10",10
"362","PRELAMEE (2006)","2.5","6","1","0",9.5
"477","CAT VON D (2010)","0.5","8","1","0",9.5
"484","FIGHTING LILY OF THE VALLEY (2007)","0.5","7","2","0",9.5
"784","ABSINT (2013)","0","0","8.2","1",9.2
"223","GG FIONA (2010)","9","0","0","0",9
"224","LUXUS (2002)","9","0","0","0",9
"282","LASDON (2006)","5","0","4","0",9
"388","JUMANJI (2009)","2","5","2","0",9
"439","FOLLOW ME (2010)","1","8","0","0",9
"445","LITTLE LADYBIRD (2008)","1","8","0","0",9
"588","BETTER (2010)","0","9","0","0",9
"605","PREERIA (1999)","0","6","3","0",9
"661","COMRADE (2012)","0","1","8","0",9
"698","ZAYRON (2009)","0","1","7","1",9
"779","LUCAS (2008)","0","0","9","0",9
"781","ROMANTIK (2006)","0","0","9","0",9
"782","U-DONNA (2001)","0","0","9","0",9
"783","ZEMFIIRA (2012)","0","0","9","0",9
"789","CATAPULT (2012)","0","0","8","1",9
"828","QUELLE (2011)","0","0","3","6",9
"935","CARTHO BLUE (2007)","0","0","0","9",9
"936","ERLE (2012)","0","0","0","9",9
"937","SAXELLO K (2014)","0","0","0","9",9
"243","JISWALDA VAN DE DISTELHOEVE (2009)","7.5","1","0","0",8.5
"321","GROY (2002)","3.5","5","0","0",8.5
"938","SO LONDON (2010)","0","0","0","8.5",8.5
"864","PIKEE (2000)","0","0","1","7.2",8.2
"239","SUNRISE (2010)","8","0","0","0",8
"241","ZÜWENT H (2004)","8","0","0","0",8
"283","LAZLO (1998)","5","3","0","0",8
"405","VILLENEUVE (2002)","2","0","6","0",8
"592","HÄZLY (2008)","0","8","0","0",8
"593","PONCORDE (1997)","0","8","0","0",8
"624","HAMADEUS (2006)","0","3","5","0",8
"788","ARISSA (2009)","0","0","8","0",8
"790","HAPONE (2013)","0","0","8","0",8
"791","IRISH RED (2009)","0","0","8","0",8
"814","BELUR (2005)","0","0","5","3",8
"817","ERROR (2009, VP)","0","0","4","4",8
"939","A MARETTA (2012)","0","0","0","8",8
"940","ACAMAR (2013)","0","0","0","8",8
"941","CORRWINIO SJI (2014)","0","0","0","8",8
"942","DUBAI (2004)","0","0","0","8",8
"943","EX`ROYAL (2013)","0","0","0","8",8
"944","INFINITI (2013)","0","0","0","8",8
"945","JONKER (2014)","0","0","0","8",8
"946","NOBELLE (2013)","0","0","0","8",8
"947","PILGRIM (2007)","0","0","0","8",8
"948","ZERO-G (2013)","0","0","0","8",8
"244","LAVANDA (2005)","7.5","0","0","0",7.5
"259","MUUMITROLL (2005)","6.5","1","0","0",7.5
"296","WOODLAND (2003)","4.5","0","3","0",7.5
"324","OKTETT (2002)","3.5","1","3","0",7.5
"423","SWEET DREAMS (2008)","1.5","6","0","0",7.5
"476","CARLOTTA (2010)","0.5","0","1","6",7.5
"493","OBORA'S DEMI (2009)","0.5","0","7","0",7.5
"596","ROBIN (2010)","0","7.2","0","0",7.2
"793","CIKORIJ CRT (2013)","0","0","7.2","0",7.2
"795","THUNDERBIRD (2011, VP)","0","0","7.2","0",7.2
"285","QUIDAM DE TORIEL (2008)","5","1","1","0",7
"319","SMIRNOFF (2008)","4","2","1","0",7
"328","AUTOMATIC PILOT (2007)","3","0","0","4",7
"331","CLAUDIUS (2009)","3","4","0","0",7
"597","ALICE (2011)","0","7","0","0",7
"598","CANABIS 'B' (2002)","0","7","0","0",7
"798","APLAUS (2011)","0","0","7","0",7
"799","CESSIKA (2010, SP)","0","0","7","0",7
"800","KRISTALL (2009)","0","0","7","0",7
"801","MALUS CORVETT (2008)","0","0","7","0",7
"949","B CATMAN FS (2012)","0","0","0","7",7
"950","CHALLENGER (2012)","0","0","0","7",7
"951","COCO-BAROCCO (2012)","0","0","0","7",7
"952","CORRIDOS SJI (2014)","0","0","0","7",7
"953","PFEER (2012)","0","0","0","7",7
"954","RUUBEN (2013)","0","0","0","7",7
"260","SELENE (2008)","6.5","0","0","0",6.5
"274","HADES (2011)","5.5","1","0","0",6.5
"410","ANETTE (2004)","1.5","2","0","3",6.5
"417","KALME (2008)","1.5","5","0","0",6.5
"261","AXEL DU BEAUMONT (2000)","6","0","0","0",6
"262","CARRYBELLA (2008)","6","0","0","0",6
"263","CASSANDER (2010)","6","0","0","0",6
"264","CHAMINT (2011)","6","0","0","0",6
"268","LOUISE (2008)","6","0","0","0",6
"270","PROMETHEUS (2004)","6","0","0","0",6
"277","BILETTO (2006)","5","1","0","0",6
"309","HEERA (2005)","4","2","0","0",6
"310","HEIBOLA (2010)","4","2","0","0",6
"350","SICCO 7 (2006)","3","0","0","3",6
"465","SUNSHINE (2008)","1","2","3","0",6
"601","CASSARI (2009)","0","6","0","0",6
"612","ELLUX (2011)","0","4","2","0",6
"802","AMILUNA CENTO (2012)","0","0","6","0",6
"804","BJALA (2010)","0","0","6","0",6
"805","ELTON (2001, SP)","0","0","6","0",6
"807","HILUX V (2011)","0","0","6","0",6
"808","HOUSTON (2012)","0","0","6","0",6
"809","HUGH ROBERT (2012)","0","0","6","0",6
"811","MABALOE (2012)","0","0","6","0",6
"813","RIGEL (2011)","0","0","6","0",6
"824","B CICERON (2011)","0","0","3","3",6
"955","ALI BEY (2011)","0","0","0","6",6
"956","ALL STAR (2014)","0","0","0","6",6
"957","CUKERO (2010)","0","0","0","6",6
"958","DON DEJA VU (2014)","0","0","0","6",6
"959","EIFFEL (2013)","0","0","0","6",6
"960","FROSTY (2014)","0","0","0","6",6
"961","GROSS (2014)","0","0","0","6",6
"962","HAROLE (2012)","0","0","0","6",6
"963","HINAS (2014)","0","0","0","6",6
"964","JALIDA END (2014)","0","0","0","6",6
"965","KOMINKA K (2014)","0","0","0","6",6
"966","ODETTE (2005)","0","0","0","6",6
"967","VERY CHARMING (2013)","0","0","0","6",6
"968","VESTA-LINNE (2012)","0","0","0","6",6
"969","WODANA V (2011)","0","0","0","6",6
"275","PRINTSESS BLACKY (2001)","5.5","0","0","0",5.5
"421","ORLYNA (2006)","1.5","4","0","0",5.5
"276","ARTIST Z (2003)","5","0","0","0",5
"284","OTTO- OSBORN (2003)","5","0","0","0",5
"287","WESTFALIA (2007)","5","0","0","0",5
"307","FIX (2007)","4","1","0","0",5
"335","KRONA (2004)","3","0","1","1",5
"427","BOY TO DATE (2006)","1","4","0","0",5
"609","CÖSTER (2008)","0","5","0","0",5
"616","OLYMPUS (2008)","0","4","1","0",5
"647","KUTI KUTI (2004)","0","2","3","0",5
"676","INTSARA XX (2009)","0","1","4","0",5
"835","GIDION B (2011)","0","0","2","3",5
"861","PAINTED LADY (2007)","0","0","1","4",5
"865","PRECIOSA (2010)","0","0","1","4",5
"970","CABELLE (2007)","0","0","0","5",5
"971","CALIPSO V (2012)","0","0","0","5",5
"972","LAGARTO (2013)","0","0","0","5",5
"973","PINA COLADA (2012)","0","0","0","5",5
"291","EEPOS (1997)","4.5","0","0","0",4.5
"293","SPECIAL EDITION (2000)","4.5","0","0","0",4.5
"295","UNIQUE (2005)","4.5","0","0","0",4.5
"420","MITRA (2000)","1.5","3","0","0",4.5
"299","BELIZEE (2009)","4","0","0","0",4
"301","CASANDRA (2002)","4","0","0","0",4
"311","LANCIA (2003)","4","0","0","0",4
"313","OF COURSE (2007)","4","0","0","0",4
"316","PASADOBLE (2008)","4","0","0","0",4
"317","QUALITY GIRL (2010)","4","0","0","0",4
"318","SENJORIITA (2010)","4","0","0","0",4
"320","TRESELLE (2004)","4","0","0","0",4
"340","OLYMPICA S (2006)","3","0","1","0",4
"353","VIOLETTA (2005)","3","1","0","0",4
"367","CAMPANELLA (2007)","2","0","0","2",4
"401","PREX (2004)","2","1","0","1",4
"442","HULTAJKA (2006)","1","1","0","2",4
"613","FANTA FE LIISA (2005)","0","4","0","0",4
"614","FLIPPER (2002)","0","4","0","0",4
"615","LASSE (2005)","0","4","0","0",4
"626","LONNI (2010)","0","3","1","0",4
"629","PARUN (2006)","0","3","1","0",4
"648","LEHITKA (2006)","0","2","1","1",4
"678","KWIATEK (2007)","0","1","1","2",4
"679","LAHE (2001)","0","1","3","0",4
"692","SAM I AM (2011)","0","1","3","0",4
"818","GENETIC (2011)","0","0","4","0",4
"820","KAMIERA (2004, SP)","0","0","4","0",4
"821","OTTO S (2011)","0","0","4","0",4
"825","GARFILDS (2010)","0","0","3","1",4
"837","GRAMMONT (2008)","0","0","2","2",4
"844","RENET (2009, VP)","0","0","2","2",4
"853","CINDY R (2011)","0","0","1","3",4
"867","RAMONA (2011)","0","0","1","3",4
"974","ACHTUNG (2012)","0","0","0","4",4
"975","B COOPER (2011)","0","0","0","4",4
"976","CHARDONNAY (2011)","0","0","0","4",4
"977","GLAMOUR GIRL (2011)","0","0","0","4",4
"978","LEXUS (2009)","0","0","0","4",4
"322","HORTENSIA (2005, SP)","3.5","0","0","0",3.5
"326","PLUTOONIUM (2009)","3.5","0","0","0",3.5
"332","COSMOPOLITAN (2011)","3","0","0","0",3
"333","COSTA BRAWA (2005)","3","0","0","0",3
"334","HURRICANE K (2011)","3","0","0","0",3
"339","OLIGARH S (2006)","3","0","0","0",3
"344","PATTAYA (2006)","3","0","0","0",3
"346","PONT ALEKSANDRE (2001)","3","0","0","0",3
"349","REKORD (2008)","3","0","0","0",3
"431","COODCAT (2009)","1","2","0","0",3
"622","EVENNIX (2009)","0","3","0","0",3
"627","OTTIMO Z (2009)","0","3","0","0",3
"630","QUATRO (2005)","0","3","0","0",3
"631","SHOWMAN (2010)","0","3","0","0",3
"632","ULIOSTOT (2008)","0","3","0","0",3
"651","PREMIUM (2008)","0","2","1","0",3
"688","PORSENNA (2001)","0","1","2","0",3
"691","RED ROSE (2006, SP)","0","1","2","0",3
"827","LARABEL (2012)","0","0","3","0",3
"836","GOLD ZAYRON (2010)","0","0","2","1",3
"866","PREZILEE (2010)","0","0","1","2",3
"979","CLAPTON (2007)","0","0","0","3",3
"980","HELIS (2005, VP)","0","0","0","3",3
"981","KARO KARINI (2007)","0","0","0","3",3
"982","PASSWORD (2013)","0","0","0","3",3
"983","QUALITY GREY VON SEEDER (2012)","0","0","0","3",3
"984","VERGI (2012)","0","0","0","3",3
"985","VERMUT II (2010, SP)","0","0","0","3",3
"986","WOLFGANG S (2005)","0","0","0","3",3
"356","AGNETA (2010)","2.5","0","0","0",2.5
"357","ANDAMA (2000)","2.5","0","0","0",2.5
"360","LICOR (2011)","2.5","0","0","0",2.5
"411","BACARDI RAZZ (2008)","1.5","0","0","1",2.5
"472","BAILEY`S (2005)","0.5","1","1","0",2.5
"368","CARINDA (2004)","2","0","0","0",2
"369","CARMEL (2008)","2","0","0","0",2
"371","CEVIN (2007)","2","0","0","0",2
"372","CHENCO (2009)","2","0","0","0",2
"375","CORLANDO (2007)","2","0","0","0",2
"377","DALCO B (2008)","2","0","0","0",2
"378","DOMINGO (2009)","2","0","0","0",2
"380","ETERMA (2009)","2","0","0","0",2
"381","EX BOY (2005)","2","0","0","0",2
"383","FELIX (2008)","2","0","0","0",2
"384","FEST (2001)","2","0","0","0",2
"386","JAFFARY (2003)","2","0","0","0",2
"387","JUIDAM (2009)","2","0","0","0",2
"389","KASHMIR (2007)","2","0","0","0",2
"391","LAKMEE (2000)","2","0","0","0",2
"393","LOOTUS (2006)","2","0","0","0",2
"399","PERNA (1999)","2","0","0","0",2
"400","PLAATINA (2004)","2","0","0","0",2
"402","SPRINGSTORM (2007)","2","0","0","0",2
"404","VANESSA (2009)","2","0","0","0",2
"407","ZILLION (2004)","2","0","0","0",2
"434","DONNA CRANE C (2003)","1","1","0","0",2
"446","MONTANA (2010)","1","1","0","0",2
"633","BEAUTY TOOMA (2005)","0","2","0","0",2
"634","BURBERRY 7 (2003)","0","2","0","0",2
"637","DAYBREAK (2012)","0","2","0","0",2
"638","ELAGABALUS (2009)","0","2","0","0",2
"639","FIRST TIME CRV (2010)","0","2","0","0",2
"640","FRANCO (2002)","0","2","0","0",2
"641","GAYDORA (2006, SP)","0","2","0","0",2
"642","GOLDEN TRIBUTE (2008)","0","2","0","0",2
"643","GUNPOWDER BOY (2006)","0","2","0","0",2
"645","KAPELLA (2011)","0","2","0","0",2
"646","KASANDRA (2007)","0","2","0","0",2
"650","PATRAS (2005)","0","2","0","0",2
"654","WESTERN (1997)","0","2","0","0",2
"665","EL BARRIO (2009)","0","1","1","0",2
"668","FILADORAS (2005)","0","1","0","1",2
"682","MELNITIS (2008)","0","1","0","1",2
"684","PASSION (2010)","0","1","1","0",2
"690","PRINGEL (2003)","0","1","1","0",2
"695","VARSITA (2002)","0","1","1","0",2
"829","ALBANY (2011)","0","0","2","0",2
"830","BEITON (2011)","0","0","2","0",2
"831","BELCANTO VON SEEDER (2011)","0","0","2","0",2
"838","INFRA (2002)","0","0","2","0",2
"839","KEIT (2012)","0","0","2","0",2
"842","PRAID (2007)","0","0","2","0",2
"845","VARIISA (2005)","0","0","2","0",2
"846","VILMASSIN (2011)","0","0","2","0",2
"852","CARLOS (2009)","0","0","1","1",2
"987","DIRANDA (2008)","0","0","0","2",2
"988","FULINDE D.V. (2010)","0","0","0","2",2
"989","KARUZO (2012)","0","0","0","2",2
"990","OSKAR S (2011)","0","0","0","2",2
"991","PACKETA (2009)","0","0","0","2",2
"992","PANDERA (2012)","0","0","0","2",2
"993","PREMIA (2010)","0","0","0","2",2
"994","QUICK BOY RP (2014)","0","0","0","2",2
"995","RED BOY (2009)","0","0","0","2",2
"996","REMII (2013)","0","0","0","2",2
"997","RHIANNA (2008)","0","0","0","2",2
"998","SUZY (2012)","0","0","0","2",2
"999","TIERRA DEL FUEGO (2005)","0","0","0","2",2
"1000","TINSTAR VON DALWIGK Z (2013)","0","0","0","2",2
"1001","VIIKING (2011)","0","0","0","2",2
"408","AMERICAN BEAUTY (2006)","1.5","0","0","0",1.5
"409","AMOR (2003, SP)","1.5","0","0","0",1.5
"413","CHARMANT CHANTE (2010)","1.5","0","0","0",1.5
"416","INTRIGANT (2002)","1.5","0","0","0",1.5
"419","MISS HOLSTEIN`S MYSTIQUE (2003)","1.5","0","0","0",1.5
"503","ROMERO DE POLLI (2008)","0.5","1","0","0",1.5
"425","BALESTRA (2005, SP)","1","0","0","0",1
"426","BATIKAR (2005)","1","0","0","0",1
"428","CAPELLA II (2005)","1","0","0","0",1
"430","CASANOVA (1996)","1","0","0","0",1
"432","DEJA VU (2008)","1","0","0","0",1
"433","DERBIJS (2009)","1","0","0","0",1
"438","FELLE RED VD BLEUKEN (2005)","1","0","0","0",1
"440","GRANDELOMA (2011)","1","0","0","0",1
"441","GURMAAN (2000)","1","0","0","0",1
"443","JANES (2009)","1","0","0","0",1
"450","OTMUND (2004)","1","0","0","0",1
"453","PIAF (2003)","1","0","0","0",1
"454","PILGRIM (2003)","1","0","0","0",1
"455","RAADBJERG'S CARDIFF (2009)","1","0","0","0",1
"457","REGETS (2003)","1","0","0","0",1
"458","REMINGTON (2007)","1","0","0","0",1
"459","ROBINER (2007)","1","0","0","0",1
"460","SAFIIR (2010)","1","0","0","0",1
"462","SHAMROCK LADY (2008)","1","0","0","0",1
"463","SONAAT (2010)","1","0","0","0",1
"467","VARGA (2009)","1","0","0","0",1
"468","VÄNTVIGUR (2007)","1","0","0","0",1
"470","ZEPPELINE (2009)","1","0","0","0",1
"471","ZIKI-KIRA (2006)","1","0","0","0",1
"656","BASTA (2010)","0","1","0","0",1
"657","BRASIDAS (2009)","0","1","0","0",1
"659","CLARA (2010)","0","1","0","0",1
"660","CLEOPATRA (2010)","0","1","0","0",1
"662","CORMINA II (2008)","0","1","0","0",1
"663","CURIOSO (2009)","0","1","0","0",1
"664","DAG (2006)","0","1","0","0",1
"667","ERIC V/D VLEUT (2009)","0","1","0","0",1
"669","FLASH DANCE (2008)","0","1","0","0",1
"671","GRAND DE FA (2010)","0","1","0","0",1
"672","GYLLER (2009)","0","1","0","0",1
"673","HARLETTA (2010)","0","1","0","0",1
"674","HIROMANT (2006)","0","1","0","0",1
"675","HUNDAI (2002)","0","1","0","0",1
"677","JENNA VAN DEN AERT (2009)","0","1","0","0",1
"687","POLAR BUSINESS (2010)","0","1","0","0",1
"689","PORT ARTUR (2010)","0","1","0","0",1
"693","SMOKEY (2012)","0","1","0","0",1
"696","WESTLIFE (2003)","0","1","0","0",1
"697","WISBY (2010)","0","1","0","0",1
"699","ZLATAN (2004)","0","1","0","0",1
"848","AMANDA (2007)","0","0","1","0",1
"849","ARMANI (2009)","0","0","1","0",1
"850","BETTI (2005)","0","0","1","0",1
"851","CALANTS (2008)","0","0","1","0",1
"854","EDISON (2011)","0","0","1","0",1
"855","EPICUROS (1995)","0","0","1","0",1
"856","FERNANDO VON SEEDER (2012)","0","0","1","0",1
"857","GREENVILLE WV (2011)","0","0","1","0",1
"859","MONALISA (2011)","0","0","1","0",1
"860","NEILONS (2001)","0","0","1","0",1
"862","PANSO (2001)","0","0","1","0",1
"863","PAXTER (2012)","0","0","1","0",1
"868","REKKOR (2009)","0","0","1","0",1
"869","ROKIT (2012, SP)","0","0","1","0",1
"870","RUWER (2008)","0","0","1","0",1
"871","SCAUP GALVESTON (2012)","0","0","1","0",1
"874","TIFFANY (2004)","0","0","1","0",1
"875","WALKYRIA Q (2009)","0","0","1","0",1
"876","WIKTORIA S (2006)","0","0","1","0",1
"877","Z GEISHA (2011)","0","0","1","0",1
"878","ZAUBERFLÖTE (2012)","0","0","1","0",1
"1002","ADORETTE (2009)","0","0","0","1",1
"1003","AKEENA (2012)","0","0","0","1",1
"1004","ANN LEE (2011)","0","0","0","1",1
"1005","AVANS (2007)","0","0","0","1",1
"1006","BENTLEY (2012)","0","0","0","1",1
"1007","CAMILLA (2010)","0","0","0","1",1
"1008","CARRA STEADY CRUISE (2010)","0","0","0","1",1
"1009","CASILIAS (2008)","0","0","0","1",1
"1010","CINATRA (2012)","0","0","0","1",1
"1011","COCCINELLE (2012)","0","0","0","1",1
"1012","CORDA (2013)","0","0","0","1",1
"1013","CUMBERRA (2012)","0","0","0","1",1
"1014","DONNA VON BUCHMATT (2002)","0","0","0","1",1
"1015","DRACULA (2012)","0","0","0","1",1
"1016","DUTCH DIVA S (2008)","0","0","0","1",1
"1017","FELIPE (2003)","0","0","0","1",1
"1018","FLANAGAN (2010)","0","0","0","1",1
"1019","FRANTWILL (2014)","0","0","0","1",1
"1020","GLAMOUR (2006, SP)","0","0","0","1",1
"1021","GRAND LEGEND (2012)","0","0","0","1",1
"1022","ICEDREAM VD HEFFINCK (2008)","0","0","0","1",1
"1023","INVITEL (2012)","0","0","0","1",1
"1024","KARELIJA (2012)","0","0","0","1",1
"1025","LEPQUITO (2001)","0","0","0","1",1
"1026","LONDA (2000)","0","0","0","1",1
"1027","NOVEKA VD WERETHERBACH Z (2012)","0","0","0","1",1
"1028","OMER S (2012)","0","0","0","1",1
"1029","PROFF (2013)","0","0","0","1",1
"1030","PROMINENT (2000)","0","0","0","1",1
"1031","ROKADE (2011)","0","0","0","1",1
"1032","RUVINA VD WERETHERBACH Z (2013)","0","0","0","1",1
"1033","SALSITA (2010)","0","0","0","1",1
"1034","THERMOT (2004)","0","0","0","1",1
"1035","V CALIDA (2012)","0","0","0","1",1
"1036","VUDIS (2007)","0","0","0","1",1
"1037","WAPPER S (2005)","0","0","0","1",1
"475","BUDAPEST (1995)","0.5","0","0","0",0.5
"478","CLOSE HARMONY (2007)","0.5","0","0","0",0.5
"479","COLORADO (2003)","0.5","0","0","0",0.5
"480","DEVILUX (2006)","0.5","0","0","0",0.5
"485","GLENBERNY (2006)","0.5","0","0","0",0.5
"486","GRENADA IBERIA (2000)","0.5","0","0","0",0.5
"488","LAND- BOY (2001)","0.5","0","0","0",0.5
"490","LEOFINO (2010)","0.5","0","0","0",0.5
"491","LUXUS MELODY (2007)","0.5","0","0","0",0.5
"492","MILKY WAY STARLET (2008)","0.5","0","0","0",0.5
"494","PALADII (2000)","0.5","0","0","0",0.5
"495","PENNSYLVANIA (2002)","0.5","0","0","0",0.5
"502","RIVA (2009)","0.5","0","0","0",0.5
"506","SIMNAS OX (2001)","0.5","0","0","0",0.5
"508","SPITFIRE (1999)","0.5","0","0","0",0.5
"509","STALLONE (1999)","0.5","0","0","0",0.5
"510","TWIX (1998)","0.5","0","0","0",0.5
"511","VAPPER (2008, SP)","0.5","0","0","0",0.5
"512","VIKO (2005, SP)","0.5","0","0","0",0.5
"513","ZAMINKA B (2004)","0.5","0","0","0",0.5
