"symbol";"nimi";"sektor";"hind";"tootlus";"kogus";"kasum_aktsia_kohta";"dividend_aktsia_kohta"
"NEM";"Newmont Mining Corp. (Hldg. Co.)";"Materials";37.642;-0.55;270352;-1.013;0.12
"NFLX";"Netflix Inc.";"Information Technology";144.3207;-0.2897;570965;0.43;NA
"NFX";"Newfield Exploration Co";"Energy";40.4;2.12;132800;-10.37;NA
"NI";"NiSource Inc.";"Utilities";22.2;0.09;60431;0.94;0.7
"NKE";"Nike";"Consumer Discretionary";54.91;1.91;1354004;2.27;0.72
"NLSN";"Nielsen Holdings";"Industrials";42.905;2.009;184696;1.627;1.24
"NOC";"Northrop Grumman Corp.";"Industrials";232.99;0.25;20932;12.19;3.6
"NOV";"National Oilwell Varco Inc.";"Energy";39.58;0.94;134228;-8.61;0.2
"NRG";"NRG Energy";"Utilities";16.405;0.275;197469;-19.168;0.12
"NSC";"Norfolk Southern Corp.";"Industrials";121.255;0.26;55045;5.62;2.44
"NTAP";"NetApp";"Information Technology";39.13;0.44;179405;1.1;0.76
"NTRS";"Northern Trust Corp.";"Financials";84.1;0.12;19568;4.32;1.52
"NUE";"Nucor Corp.";"Materials";59.09;1.39;160685;2.48;1.51
"NVDA";"Nvidia Corporation";"Information Technology";118.6009;-0.0077;1133090;1.957;0.56
"NWL";"Newell Brands";"Consumer Discretionary";46.11;-0.13;99255;1.03;0.76
"NWS";"News Corp. Class B";"Consumer Discretionary";12.55;0.8;37777;-0.02;0.2
"NWSA";"News Corp. Class A";"Consumer Discretionary";12.23;0.58;91363;-0.02;0.2
"O";"Realty Income Corporation";"Real Estate";60.6637;0.2706;28588;1.104;2.53
"OKE";"ONEOK";"Energy";54.87;0.86;100240;1.35;2.46
"OMC";"Omnicom Group";"Consumer Discretionary";84.4;-0.67;90311;4.66;2.2
"ORCL";"Oracle Corp.";"Information Technology";40.145;0.312;338265;2.095;0.6
"ORLY";"O'Reilly Automotive";"Consumer Discretionary";274.85;1.18;90780;10.32;NA
"OXY";"Occidental Petroleum";"Energy";66.83;0.09;650798;-7.18;3.04
"PAYX";"Paychex Inc.";"Information Technology";57.81;0.28;82378;2.15;1.84
"PBCT";"People's United Financial";"Financials";18.53;0.32;159593;0.92;0.68
"PBI";"Pitney-Bowes";"Industrials";13.19;0.84;139037;0.51;0.75
"PCAR";"PACCAR Inc.";"Industrials";66.95;0.16;87980;1.48;0.96
"PCG";"PG&E Corp.";"Utilities";63.05;-0.19;54002;1.67;1.96
"PCLN";"Priceline.com Inc";"Consumer Discretionary";1604.93;0.23;28742;39.18;NA
"PDCO";"Patterson Companies";"Health Care";42.3;0.31;10887;2.15;0.96
"PEG";"Public Serv. Enterprise Inc.";"Utilities";43.5;-0.09;55889;2.54;1.64
"PEP";"PepsiCo Inc.";"Consumer Staples";105.34;-0.33;297822;4.56;3.01
"PFE";"Pfizer Inc.";"Health Care";32.315;0.544;1039219;1.173;1.28
"PFG";"Principal Financial Group";"Financials";59.99;0.25;112133;4.5;1.8
"PG";"Procter & Gamble";"Consumer Staples";88.54;0.24;642772;5.46;2.68
"PGR";"Progressive Corp.";"Financials";36.94;-0.08;81732;1.76;0.68
"PH";"Parker-Hannifin";"Industrials";147.66;0.14;19520;6.48;2.64
"PHM";"Pulte Homes Inc.";"Consumer Discretionary";21.255;-0.071;381974;1.748;0.36
"PKI";"PerkinElmer";"Health Care";53.63;0.79;20635;2.12;0.28
"PLD";"Prologis";"Real Estate";49.39;0.04;45272;2.2;1.68
"PM";"Philip Morris International";"Consumer Staples";102.45;-0.18;219576;4.18;4.16
"PNC";"PNC Financial Services";"Financials";121.75;0.24;139633;7.3;2.2
"PNR";"Pentair Ltd.";"Industrials";58.19;0.4;22874;2.86;1.38
"PNW";"Pinnacle West Capital";"Utilities";78.44;-0.17;13298;3.84;2.62
"PPG";"PPG Industries";"Materials";100.185;0.085;23450;3.281;1.6
"PPL";"PPL Corp.";"Utilities";35.57;-0.22;94522;2.79;1.58
"PRGO";"Perrigo";"Health Care";78.19;0.33;116001;-10.08;0.58
"PRU";"Prudential Financial";"Financials";107.16;1.84;221190;10.61;2.8
"PSA";"Public Storage";"Real Estate";218.985;-0.325;24914;6.529;8
"PSX";"Phillips 66";"Energy";79.13;0.34;132563;3.82;2.52
"PVH";"PVH Corp.";"Consumer Discretionary";89.08;2.17;118700;7.15;0.15
"PWR";"Quanta Services Inc.";"Industrials";36.17;0;35198;0.67;NA
"PX";"Praxair Inc.";"Materials";116.265;-0.03;24222;5.21;3.15
"PXD";"Pioneer Natural Resources";"Energy";187.445;3.173;302475;-7.037;0.08
"PYPL";"PayPal";"Information Technology";40.905;0.061;770398;1.15;NA
"QCOM";"QUALCOMM Inc.";"Information Technology";52.9454;0.1047;612999;3.279;2.12
"QRVO";"Qorvo";"Information Technology";65.995;-0.31;54900;-0.751;NA
"R";"Ryder System";"Industrials";75.06;1.01;20044;4.9;1.76
"RAI";"Reynolds American Inc.";"Consumer Staples";60.7;0.33;546432;3.85;1.84
"RCL";"Royal Caribbean Cruises Ltd";"Consumer Discretionary";94.98;0.01;73328;5.93;1.92
"REGN";"Regeneron";"Health Care";360.83;2.15;266715;6.86;NA
"RF";"Regions Financial Corp.";"Financials";14.6;0.76;837337;0.87;0.26
"RHI";"Robert Half International";"Industrials";47.3;0.81;35620;2.67;0.88
"RHT";"Red Hat Inc.";"Information Technology";79.14;0.61;53303;1.31;NA
"RIG";"Transocean";"Energy";13.52;1.2;1097582;3.16;0
"RL";"Polo Ralph Lauren Corp.";"Consumer Discretionary";78.0775;0.7452;158256;1.749;2
"ROK";"Rockwell Automation Inc.";"Industrials";149.13;0.34;20223;5.81;3.04
"ROP";"Roper Industries";"Industrials";194.57;0.81;84039;6.7;1.4
"ROST";"Ross Stores";"Consumer Discretionary";68.17;0.74;73661;2.72;0.54
"RRC";"Range Resources Corp.";"Energy";33.2924;1.2235;90776;-3.997;0.08
"RSG";"Republic Services Inc";"Industrials";57.78;0.07;30439;1.72;1.28
"RTN";"Raytheon Co.";"Industrials";148.7858;0.402;38471;7.443;2.93
"SBUX";"Starbucks Corp.";"Consumer Discretionary";55.41;0.34;558833;1.95;0.9
"SCG";"SCANA Corp";"Utilities";70.14;-0.16;23497;3.98;2.3
"SCHW";"Charles Schwab Corporation";"Financials";39.715;0.697;264385;1.31;0.32
"SE";"Spectra Energy Corp.";"Energy";42.0286;0.5709;133343;0.455;1.76
"SEE";"Sealed Air";"Materials";47.0952;-6.2222;963925;2.212;0.64
"SHW";"Sherwin-Williams";"Materials";305.82;0.15;16720;11.99;3.36
"SIG";"Signet Jewelers";"Consumer Discretionary";72.78;0.46;102439;6.68;1.04
"SJM";"JM Smucker";"Consumer Staples";137.66;0.34;29535;6.13;3
"SLB";"Schlumberger Ltd.";"Energy";81.21;0.11;555982;-1.24;2
"SLG";"SL Green Realty";"Real Estate";108.5;0.03;46970;2.34;3.1
"SNA";"Snap-On Inc.";"Consumer Discretionary";166.79;0.11;14963;9.2;2.84
"SNI";"Scripps Networks Interactive Inc.";"Consumer Discretionary";75.6;0.55;17500;6.05;1
"SO";"Southern Co.";"Utilities";49.24;0.04;157787;2.66;2.24
"SPG";"Simon Property Group Inc";"Real Estate";182.03;0.78;82644;5.87;7
"SPGI";"S&P Global, Inc.";"Financials";125.08;0;31328;6.78;1.64
"SPLS";"Staples Inc.";"Consumer Discretionary";9.02;1.12;238647;-0.71;0.48
"SRCL";"Stericycle Inc";"Industrials";75.74;0.38;23952;2.75;NA
"SRE";"Sempra Energy";"Utilities";104.27;0.06;37508;5.39;3.02
"STI";"SunTrust Banks";"Financials";57.21;0.49;113319;3.6;1.04
"STZ";"Constellation Brands";"Consumer Staples";155.84;0.82;197221;6.46;1.6
"STT";"State Street Corp.";"Financials";77.4;0.06;28804;4.97;1.52
"STX";"Seagate Technology";"Information Technology";46.167;0.801;157710;1.714;2.52
"SWK";"Stanley Black & Decker";"Consumer Discretionary";122.63;0.4;13387;6.51;2.32
"SWKS";"Skyworks Solutions";"Information Technology";91.53;-0.17;104070;4.73;1.12
"SWN";"Southwestern Energy";"Energy";9.015;1.52;849185;-11.378;0
"SYF";"Synchrony Financial";"Financials";35.84;0.2;104744;2.71;0.52
"SYK";"Stryker Corp.";"Health Care";122.38;-0.02;31771;4.35;1.7
"SYMC";"Symantec Corp.";"Information Technology";28.86;0.87;501183;3.32;0.3
"SYY";"Sysco Corp.";"Consumer Staples";51.81;-0.04;92086;1.81;1.32
"ZBH";"Zimmer Biomet Holdings";"Health Care";117.3881;0.2032;43727;1.5;0.96
"ZION";"Zions Bancorp";"Financials";42.42;0.59;64006;1.99;0.32
"ZTS";"Zoetis";"Health Care";56.13;0.3;191858;1.39;0.42
"T";"AT&T Inc";"Telecommunications Services";41.155;-0.133;599153;2.1;1.96
"TAP";"Molson Coors Brewing Company";"Consumer Staples";95.54;-0.08;77799;2.77;1.64
"TDC";"Teradata Corp.";"Information Technology";32.625;8.137;365540;0.138;NA
"TDG";"TransDigm Group";"Industrials";249.41;0.8;27291;10.39;0
"TEL";"TE Connectivity Ltd.";"Information Technology";75.25;0.49;38422;5.72;1.48
"TGNA";"Tegna, Inc.";"Consumer Discretionary";23.22;0.22;70778;2.02;0.56
"TGT";"Target Corp.";"Consumer Discretionary";65.18;0.63;309443;5.62;2.4
"TIF";"Tiffany & Co.";"Consumer Discretionary";79.68;0.81;30002;3.57;1.8
"TJX";"TJX Companies Inc.";"Consumer Discretionary";75.94;0.57;190638;3.41;1.04
"TMK";"Torchmark Corp.";"Financials";74.3;0.64;17192;4.49;0.56
"TMO";"Thermo Fisher Scientific";"Health Care";153.62;0.08;45259;5.09;0.6
"TRIP";"TripAdvisor";"Consumer Discretionary";52.11;0.42;130462;0.83;NA
"TROW";"T. Rowe Price Group";"Financials";67.9;0.49;110831;4.75;2.16
"TRV";"The Travelers Companies Inc.";"Financials";117.91;0.08;50233;10.28;2.68
"TSCO";"Tractor Supply Company";"Consumer Discretionary";73.01;-0.03;62489;3.27;0.96
"TSN";"Tyson Foods";"Consumer Staples";65.49;0.68;128794;4.53;0.9
"TSO";"Tesoro Petroleum Co.";"Energy";86.77;1.7;205262;5.89;2.2
"TSS";"Total System Services";"Information Technology";53.74;0.28;23336;1.73;0.4
"TWX";"Time Warner Inc.";"Consumer Discretionary";96.475;-0.129;118745;5.622;1.61
"TXN";"Texas Instruments";"Information Technology";75.99;0.05;247631;3.48;2
"TXT";"Textron Inc.";"Industrials";48.4;0.81;23621;3.53;0.08
"UA";"Under Armour";"Consumer Discretionary";18.65;1.91;665501;0.45;NA
"UAA";"Under Armour";"Consumer Discretionary";21.4312;1.666;602603;0.449;NA
"UAL";"United Continental Holdings";"Industrials";71.67;-0.04;86707;6.85;0
"UDR";"UDR Inc";"Real Estate";35.66;-0.14;51929;1.08;1.18
"UHS";"Universal Health Services, Inc.";"Health Care";114.15;0.33;7943;7.1;0.4
"ULTA";"Ulta Salon Cosmetics & Fragrance Inc";"Consumer Discretionary";273.64;0.3;12043;5.97;0
"UNH";"United Health Group Inc.";"Health Care";159.75;-0.35;126641;7.48;2.5
"UNM";"Unum Group";"Financials";47.175;0.758;27792;3.95;0.8
"UNP";"Union Pacific";"Industrials";107.44;0.09;122846;5.07;2.42
"UPS";"United Parcel Service";"Industrials";106.12;-0.04;100592;3.87;3.12
"URBN";"Urban Outfitters";"Consumer Discretionary";26.92;0.98;110118;1.92;NA
"URI";"United Rentals, Inc.";"Industrials";123.97;-0.55;76034;6.45;NA
"USB";"U.S. Bancorp";"Financials";53.08;0.36;214834;3.24;1.12
"UTX";"United Technologies";"Industrials";110.18;-0.2;119068;6.12;2.64
"V";"Visa Inc.";"Information Technology";85.47;0.45;391822;2.58;0.66
"VAR";"Varian Medical Systems";"Health Care";79.85;0.81;32444;3.51;0
"WAT";"Waters Corporation";"Health Care";147.81;0.16;17472;6.41;0
"WBA";"Walgreens Boots Alliance";"Consumer Staples";81.6611;0.1608;367561;3.779;1.5
"WDC";"Western Digital";"Information Technology";77.95;1.13;256691;-1.59;2
"WEC";"Wec Energy Group Inc";"Utilities";58.25;-0.14;38130;2.96;2.08
"VFC";"V.F. Corp.";"Consumer Discretionary";49.3;0.43;163921;2.63;1.68
"WFC";"Wells Fargo";"Financials";55.91;0.5;885631;3.99;1.52
"WFM";"Whole Foods Market";"Consumer Staples";29.25;-0.17;2084668;1.55;0.56
"WHR";"Whirlpool Corp.";"Consumer Discretionary";172.63;-0.75;30384;11.5;4
"VIAB";"Viacom Inc.";"Consumer Discretionary";44.34;5.4;1636265;3.62;0.8
"VLO";"Valero Energy";"Energy";67.31;0.34;183760;4.94;2.8
"WLTW";"Willis Towers Watson";"Financials";122.9401;-0.0406;73584;1.845;1.92
"WM";"Waste Management Inc.";"Industrials";69.89;-0.17;45646;2.49;1.7
"WMB";"Williams Cos.";"Energy";28.68;1.34;352075;-1.5;0.8
"VMC";"Vulcan Materials";"Materials";120.43;0.12;43444;2.74;0.8
"WMT";"Wal-Mart Stores";"Consumer Staples";68.41;0.88;627424;4.61;2
"VNO";"Vornado Realty Trust";"Real Estate";105.005;-0.252;36448;2.121;2.84
"WRK";"WestRock Company";"Materials";53.26;-1.41;64370;0.54;1.6
"VRSK";"Verisk Analytics";"Industrials";83.15;-0.55;106086;3.47;NA
"VRSN";"Verisign Inc.";"Information Technology";82.66;0.11;26324;3.34;0
"VRTX";"Vertex Pharmaceuticals Inc";"Health Care";87.855;0.154;44443;-0.46;NA
"VZ";"Verizon Communications";"Telecommunications Services";48.53;0.33;823747;3.21;2.31
"VTR";"Ventas Inc";"Real Estate";62.25;0;77120;1.65;3.1
"WU";"Western Union Co";"Information Technology";20.07;0.8;191938;1.65;0.64
"WY";"Weyerhaeuser Corp.";"Real Estate";32.623;0.657;293897;1.399;1.24
"WYN";"Wyndham Worldwide";"Consumer Discretionary";81.37;0.39;17871;5.21;2
"WYNN";"Wynn Resorts Ltd";"Consumer Discretionary";97.86;0.7;160997;2.38;2
"XEC";"Cimarex Energy";"Energy";128.5;1.03;80666;-11.82;0.32
"XEL";"Xcel Energy Inc";"Utilities";41.95;-0.26;121625;2.21;1.36
"XL";"XL Capital";"Financials";39.3;0.36;48287;1.56;0.8
"XLNX";"Xilinx Inc";"Information Technology";58.1873;-0.0733;158753;2.28;1.32
"XOM";"Exxon Mobil Corp.";"Energy";81.8;0.39;626495;1.88;3
"XRAY";"Dentsply Sirona";"Health Care";57.4;0.14;27063;1.91;0.31
"XRX";"Xerox Corp.";"Information Technology";7.33;-0.41;688954;0.58;0.31
"XYL";"Xylem Inc.";"Industrials";47.05;0.11;48660;1.45;0.72
"YHOO";"Yahoo Inc.";"Information Technology";45.065;-0.011;369521;-0.23;NA
"YUM";"Yum! Brands Inc";"Consumer Discretionary";67.05;0.69;207653;3.89;1.73
