"symbol";"nimi";"sektor";"hind";"tootlus";"kogus";"kasum_aktsia_kohta";"dividend_aktsia_kohta"
"AJG";"Arthur J. Gallagher & Co.";"Financials";68.57;-0.89608717;849877;2.54;1.56
"AKAM";"Akamai Technologies Inc";"Information Technology";65.72;-2.7234998;1650847;1.672;NA
"ALB";"Albemarle Corp";"Materials";105.51;-3.3791163;2738581;7.766;1.265
"ALGN";"Align Technology";"Health Care";257.38;0.7082199;1622810;2.83;NA
"ALK";"Alaska Air Group Inc";"Industrials";64.56;0.749057;5700907;8.3;1.2
"ALL";"Allstate Corp";"Financials";97.94;-0.7901122;2300754;7.201;1.44
"ALLE";"Allegion";"Industrials";81.85;-3.898086;896471;3.518;0.6
"ALXN";"Alexion Pharmaceuticals";"Health Care";116.15;-1.6428103;1389226;2.238;NA
"AMAT";"Applied Materials Inc";"Information Technology";50.68;-4.879877;16813121;3.17;0.4
"AMD";"Advanced Micro Devices Inc";"Information Technology";12.45;-6.0377374;79432558;0.04;NA
"AME";"AMETEK Inc";"Industrials";77.25;-0.84713596;1949820;2.94;0.36
"AMG";"Affiliated Managers Group Inc";"Financials";197.11;-2.3047154;450329;12.031;0.8
"AMGN";"Amgen Inc";"Health Care";187.01;0.7814168;7030078;2.69;4.6
"AMP";"Ameriprise Financial";"Financials";167.5;-2.0925891;1095363;9.44;3.24
"AMZN";"Amazon.com Inc";"Consumer Discretionary";1429.95;2.8740973;11125722;6.15;NA
"AMT";"American Tower Corp A";"Real Estate";145.22;-1.2511876;2474550;2.631;2.5
"ANDV";"Andeavor";"Energy";103.53;-3.0708725;2046331;5.519;2.24
"ANSS";"ANSYS";"Information Technology";160.29;-1.9033052;379979;3.181;NA
"ANTM";"Anthem Inc.";"Health Care";239.18;-1.94728;1380018;14.35;2.7
"AON";"Aon plc";"Financials";143.59;-0.6160018;2229826;4.706;1.41
"AOS";"A.O. Smith Corp";"Industrials";64.64;-3.219047;1005986;1.698;0.56
"APA";"Apache Corporation";"Energy";42.82;-4.184379;5153633;1.75;1
"APC";"Anadarko Petroleum Corp";"Energy";59.11;-3.6825783;8902338;-3.542;0.2
"APD";"Air Products & Chemicals Inc";"Materials";162.84;-2.3682458;1356909;12.968;3.8
"APH";"Amphenol Corp";"Information Technology";91.25;-1.6914455;1700830;2.06;0.7
"APTV";"Aptiv Plc";"Consumer Discretionary";94.21;-1.6597118;2546866;5.06;1.16
"ARE";"Alexandria Real Estate Equities Inc";"Real Estate";124.12;-0.8784527;672220;1.58;3.45
"ARNC";"Arconic Inc";"Industrials";29.11;-3.3211555;7621840;-1.533;0.27
"AZO";"AutoZone Inc";"Consumer Discretionary";750.58;-1.8053832;338797;44.79;NA
"ATVI";"Activision Blizzard";"Information Technology";71.42;-2.6312206;6198415;1.46;0.3
"AVB";"AvalonBay Communities, Inc.";"Real Estate";163.96;-0.09139839;1754212;6.35;5.68
"AVGO";"Broadcom";"Information Technology";235.48;-1.3861543;5835231;4.016;4.81
"AWK";"American Water Works Company Inc";"Utilities";81.22;-0.7575698;1101786;2.96;1.58
"AVY";"Avery Dennison Corp";"Materials";117.63;-2.268198;923292;3.128;1.76
"AXP";"American Express Co";"Financials";96.68;-3.3199997;4663298;2.97;1.34
"AYI";"Acuity Brands Inc";"Industrials";149.95;-2.4144258;719873;7.273;0.52
"BA";"Boeing Company";"Industrials";348.91;-2.2496774;5486074;13.43;5.68
"BAC";"Bank of America Corp";"Financials";31.95;-1.6923053;96971924;1.56;0.39
"BAX";"Baxter International Inc.";"Health Care";68.55;-2.001421;4099999;1.287;0.61
"BBT";"BB&T Corporation";"Financials";55.11;-1.0592463;4409807;2.74;1.26
"BBY";"Best Buy Co. Inc.";"Consumer Discretionary";71.24;-2.5444605;5040360;3.981;1.36
"BDX";"Becton Dickinson";"Health Care";237.11;-1.8259373;1346496;4.6;2.92
"BEN";"Franklin Resources";"Financials";40.88;-2.8286157;3831607;1.194;0.83
"BF-B";"Brown-Forman Corp.";"Consumer Staples";67;-2.58796;667343;1.92;0.73
"BHF";"Brighthouse Financial Inc";"Financials";62.15;-3.0269854;976065;-23.469;NA
"BHGE";"Baker Hughes, a GE Company";"Energy";31.05;-3.7806048;6506376;0.255;0.35
"BIIB";"Biogen Inc.";"Health Care";343.83;-0.6271715;1094965;11.92;NA
"BK";"The Bank of New York Mellon Corp.";"Financials";56.33;-2.0347795;4359936;3.72;0.86
"BLK";"BlackRock";"Financials";548.32;-2.984836;808150;30.23;10
"BLL";"Ball Corp";"Materials";37.46;-2.3207285;1848653;0.752;0.33
"BMY";"Bristol-Myers Squibb";"Health Care";63.48;1.082803;11719210;2.549;1.56
"BRK-B";"Berkshire Hathaway";"Financials";209.12;-3.7422347;6080558;7.57;NA
"BSX";"Boston Scientific";"Health Care";27.39;-0.8686203;9756177;0.076;NA
"BWA";"BorgWarner";"Consumer Discretionary";54.47;-3.4048557;1234726;1.386;0.56
"BXP";"Boston Properties";"Real Estate";119.34;0.12584436;977951;3.21;3
"C";"Citigroup Inc.";"Financials";77.02;-2.358013;18561206;-2.762;0.96
"CA";"CA, Inc.";"Information Technology";34.97;-1.1588464;3037256;1.012;1.02
"CAG";"Conagra Brands";"Consumer Staples";36.71;-2.3929846;3424861;1.668;0.825
"CAH";"Cardinal Health Inc.";"Health Care";67.46;-2.3168237;3430387;3.432;1.823
"CAT";"Caterpillar Inc.";"Industrials";157.49;-2.927761;7602821;1.26;3.11
"CB";"Chubb Limited";"Financials";153.25;-1.4342654;1469096;8.19;2.82
"CBG";"CBRE Group";"Real Estate";44.11;-3.7109818;2750645;2.318;NA
"CBOE";"CBOE Holdings";"Financials";134.65;-1.3986553;861578;1.871;1.02
"CBS";"CBS Corp.";"Consumer Discretionary";55.4;-5.9901557;7625902;0.683;0.72
"CCI";"Crown Castle International Corp.";"Real Estate";112.1;-0.8578767;1809706;1.01;3.9
"CCL";"Carnival Corp.";"Consumer Discretionary";69.95;-1.6312805;2577684;3.59;1.6
"CDNS";"Cadence Design Systems";"Information Technology";41.1;-2.6758254;3802854;0.73;NA
"CELG";"Celgene Corp.";"Health Care";99.8;-0.53816354;5659319;3.64;NA
"CERN";"Cerner";"Health Care";66.39;-2.7822542;2217960;2.009;NA
"CF";"CF Industries Holdings Inc";"Materials";39.91;-3.9932642;1911132;-1.841;1.2
"CFG";"Citizens Financial Group";"Financials";46.02;-1.6876755;6066636;3.25;0.64
"CHD";"Church & Dwight";"Consumer Staples";46.33;-4.4545264;5484508;1.74;0.75
"CHK";"Chesapeake Energy";"Energy";3.33;-3.7572286;42975946;-33.878593;0
"CHRW";"C. H. Robinson Worldwide";"Industrials";91.79;-0.2065693;2046080;3.57;1.81
"CHTR";"Charter Communications";"Consumer Discretionary";387.5;4.3967905;4374876;3.017;NA
"CI";"CIGNA Corp.";"Health Care";204.46;-0.26827365;2158303;8.77;0.04
"CINF";"Cincinnati Financial";"Financials";76.38;-1.0237151;459841;3.02;1.98
"CL";"Colgate-Palmolive";"Consumer Staples";72.43;-1.2273306;5130483;2.28;1.59
"CLX";"The Clorox Company";"Consumer Staples";130.91;-6.7127476;3511141;5.435;3.28
"CMA";"Comerica Inc.";"Financials";94.96;-2.1333604;1932682;4.14;1.09
"CMCSA";"Comcast Corp.";"Consumer Discretionary";41.11;-1.8620167;32030561;4.746;0.63
"CME";"CME Group Inc.";"Financials";159.11;0.12585548;3012924;4.41;2.58
"CMG";"Chipotle Mexican Grill";"Consumer Discretionary";311.64;-0.9786434;951975;5.135;NA
"CMI";"Cummins Inc.";"Industrials";184.31;-2.569118;1574525;9.841;4.155
"CMS";"CMS Energy";"Utilities";43.48;-1.5398557;4428461;1.931;1.308
"CNC";"Centene Corporation";"Health Care";103.75;-2.7920952;1202247;4.874;NA
"CNP";"CenterPoint Energy";"Utilities";27.55;-0.6132759;4374318;1.38;1.06
"COF";"Capital One Financial";"Financials";101.57;-3.0080228;1826633;3.484;1.6
"COG";"Cabot Oil & Gas";"Energy";25.19;-3.8549623;6586802;-0.32;0.14
"COL";"Rockwell Collins";"Industrials";137.68;-1.2409519;845136;5.396;1.32
"COO";"The Cooper Companies";"Health Care";241.32;-0.9400243;1079721;7.52;0.06
"COP";"ConocoPhillips";"Energy";57.72;-2.746415;8433342;-2.005;1.045
"COST";"Costco Wholesale Corp.";"Consumer Staples";190.99;-1.2818502;2386573;6.29;1.95
"COTY";"Coty, Inc";"Consumer Staples";18.05;-4.294811;6702014;-0.599;0.5
"CPB";"Campbell Soup";"Consumer Staples";44.6;-4.660112;3419266;2.855;1.4
"CRM";"Salesforce.com";"Information Technology";110.78;-1.7385128;4403837;0.012;NA
"CSCO";"Cisco Systems";"Information Technology";40.93;-1.8465238;27224206;1.92;1.13
"CSRA";"CSRA Inc.";"Information Technology";32.35;-3.9774423;799693;1.91;0.4
"CSX";"CSX Corp.";"Industrials";55.25;-2.350657;9275832;5.986;0.78
"CTAS";"Cintas Corporation";"Industrials";161.82;-2.0341358;446660;5.045;1.62
"CTL";"CenturyLink Inc";"Telecommunication Services";17.73;-1.2256335;13646270;0.58;2.16
"CTSH";"Cognizant Technology Solutions";"Information Technology";75.72;-2.2967725;5256383;3.227;0.3
"CTXS";"Citrix Systems";"Information Technology";92.19;-1.3271946;1959731;-0.135;NA
"CVS";"CVS Health";"Consumer Staples";76.45;-2.9699252;10395622;4.853;1.925
"CVX";"Chevron Corp.";"Energy";118.58;-5.5666146;13182551;3.435;4.32
"CXO";"Concho Resources";"Energy";154.53;-2.9699836;1718302;3.809;NA
"D";"Dominion Energy";"Utilities";75.68;-0.28985667;3528869;4.93;3.035
"DAL";"Delta Air Lines Inc.";"Industrials";54.62;-3.190357;8963034;4.95;1.015
"DE";"Deere & Co.";"Industrials";164.96;-1.7217749;2568696;6.68;2.4
"DFS";"Discover Financial Services";"Financials";78.97;-2.0466404;2176141;5.42;1.3
"DG";"Dollar General";"Consumer Discretionary";99.44;-2.7766879;4381165;4.513;1.03
"DGX";"Quest Diagnostics";"Health Care";103.11;-0.4537567;1320905;5.5;1.8
"DHI";"D. R. Horton";"Consumer Discretionary";46.37;-3.5565782;7556650;2.677;0.425
"DHR";"Danaher Corp.";"Health Care";102.18;0.31415638;4556900;3.532;0.56
"DIS";"The Walt Disney Company";"Consumer Discretionary";108.7;-1.620057;9947657;5.69;1.62
"DISCA";"Discovery Communications-A";"Consumer Discretionary";23.81;-5.8148785;7838761;1.901;NA
"DISCK";"Discovery Communications-C";"Consumer Discretionary";22.8;-5.668187;3897540;1.901;NA
"DISH";"Dish Network";"Consumer Discretionary";46.79;-0.7845609;1960223;2.058;NA
"DLR";"Digital Realty Trust Inc";"Real Estate";107.71;-0.25005028;1562448;1.21;3.67
"DLTR";"Dollar Tree";"Consumer Discretionary";108.83;-4.4261003;2159934;4.189;NA
"DOV";"Dover Corp.";"Industrials";103.22;-2.0125263;1554715;5.15;1.82
"DPS";"Dr Pepper Snapple Group";"Consumer Staples";118.71;-1.1573683;4400516;3.987;2.27
"DRE";"Duke Realty Corp";"Real Estate";26.78;-0.7044814;3895970;4.197;0.77
"DRI";"Darden Restaurants";"Consumer Discretionary";96.04;-1.5075389;1701877;3.901;2.38
"DTE";"DTE Energy Co.";"Utilities";103.28;-0.9019406;2009781;5.427;3.3
"DUK";"Duke Energy";"Utilities";76.53;-0.40343255;4252429;3.041;3.455
"DVA";"DaVita Inc.";"Health Care";75.65;-2.4500341;1577999;2.658;NA
"DWDP";"DowDuPont";"Materials";70.89;-3.551021;12794618;1.895;0.46
"DVN";"Devon Energy Corp.";"Energy";40.03;-5.1871204;6009878;2.939;0.24
"DXC";"DXC Technology";"Information Technology";98.89;-0.60307413;1862932;1.375;0.08
"EA";"Electronic Arts";"Information Technology";124.53;-2.8475535;6471203;3.206;NA
"EBAY";"eBay Inc.";"Information Technology";44.3;-4.0917935;19255592;-0.955;NA
"ECL";"Ecolab Inc.";"Materials";137.06;-1.0325712;1641098;4.432;1.48
"ED";"Consolidated Edison";"Utilities";77.96;-1.0031757;2621622;3.978;2.74
"EFX";"Equifax Inc.";"Industrials";121.49;-2.1425724;1661142;4.43;1.5
"EIX";"Edison Int'l";"Utilities";61.6;-0.22676256;4418230;4.378;2.17
"EL";"Estee Lauder Cos.";"Consumer Staples";134.39;-0.12633634;3279624;3.701;1.36
"EMN";"Eastman Chemical";"Materials";99.27;0.8636441;3279652;10.09;2.04
"EMR";"Emerson Electric Company";"Industrials";70.57;-2.7693608;4852958;2.346;1.92
"EOG";"EOG Resources";"Energy";112.83;-3.1668339;2549409;0.012;0.67
"EQIX";"Equinix";"Real Estate";437.35;-1.6174028;533040;3.035;7.75
"EQR";"Equity Residential";"Real Estate";59.95;-0.62987083;2488610;1.63;2.015
"EQT";"EQT Corporation";"Energy";51.91;-2.6444108;4048034;0.211;0.12
"ES";"Eversource Energy";"Utilities";59.35;-1.3464118;6519772;3.08;1.865
"ESRX";"Express Scripts";"Health Care";76.5;-2.0486538;3456709;6.092;NA
"ESS";"Essex Property Trust, Inc.";"Real Estate";225.38;-0.7879532;366583;7.976;6.85
"ETFC";"E*Trade";"Financials";52.57;-2.828094;2166744;2.15;NA
"ETN";"Eaton Corporation";"Industrials";85.09;-3.1527479;6100278;6.68;2.37
"ETR";"Entergy Corp.";"Utilities";75.98;-1.478215;1209803;-4.897;3.48
"EW";"Edwards Lifesciences";"Health Care";131.83;3.8194976;3309483;2.88;NA
"EVHC";"Envision Healthcare";"Health Care";35;-1.9607865;1286062;-4.698;NA
"EXC";"Exelon Corp.";"Utilities";37.72;-0.3171219;5533555;2.235;1.296
"EXPD";"Expeditors International";"Industrials";63.61;-1.4867572;965575;2.38;0.82
"EXPE";"Expedia Inc.";"Consumer Discretionary";126.64;-1.9130982;1909019;2.571;1.12
"EXR";"Extra Space Storage";"Real Estate";81.84;-0.26809803;1219523;2.729;3.12
"F";"Ford Motor";"Consumer Discretionary";10.71;-1.9230772;72312922;1.9;0.6
"FAST";"Fastenal Co";"Industrials";53.56;-1.724768;2684006;2.008;1.28
"FB";"Facebook, Inc.";"Information Technology";190.28;-1.4552786;26677484;5.161;NA
"FBHS";"Fortune Brands Home & Security";"Industrials";64.9;-7.046689;4064665;2.859;0.7
"FCX";"Freeport-McMoRan Inc.";"Materials";17.97;-7.6092615;25449182;1.253;0.05
"FDX";"FedEx Corporation";"Industrials";255.87;-2.276283;1655040;10.857;1.9
"FE";"FirstEnergy Corp";"Utilities";32.11;-1.563453;7225872;-11.405;1.44
"FFIV";"F5 Networks";"Information Technology";144.13;-0.62055707;1235409;6.48;NA
"FIS";"Fidelity National Information Services";"Information Technology";100.81;-1.2731397;1612556;1.616;1.13
"FISV";"Fiserv Inc";"Information Technology";137.55;-1.8201306;1160638;4.197;NA
"FITB";"Fifth Third Bancorp";"Financials";33.13;-1.5745656;4954114;2.83;0.6
"FL";"Foot Locker Inc";"Consumer Discretionary";48.38;-1.6866452;3464544;3.973;1.205
"FLIR";"FLIR Systems";"Information Technology";49.94;-2.8782568;919329;1.57;0.57
"FLR";"Fluor Corp.";"Industrials";58.79;-2.7299764;2243326;1.43;0.84
"FLS";"Flowserve Corporation";"Industrials";44.57;-2.2373338;1222674;1.289;0.76
"FMC";"FMC Corporation";"Materials";85.72;-3.922887;1778954;0.158;0.66
"FOX";"Twenty-First Century Fox Class B";"Consumer Discretionary";36.22;-1.3347803;2921141;1.608;0.36
"FOXA";"Twenty-First Century Fox Class A";"Consumer Discretionary";36.72;-0.78356427;8101544;1.608;0.36
"FRT";"Federal Realty Investment Trust";"Real Estate";115.54;-1.8768569;663502;4.102;3.94
"FTI";"TechnipFMC";"Energy";32.68;-2.00899;4313191;0.191;0.13
"FTV";"Fortive Corp";"Industrials";75.35;-0.2647314;1406302;2.65;0.28
"GD";"General Dynamics";"Industrials";221.72;-1.5496671;1377865;9.56;3.36
"GE";"General Electric";"Industrials";15.64;-2.3720355;82294807;-0.716;0.84
"GGP";"General Growth Properties Inc.";"Real Estate";22.52;-1.4010495;4854950;0.72;0.88
"GILD";"Gilead Sciences";"Health Care";81.73;-2.1080303;9356342;8.786;2.03
"GIS";"General Mills";"Consumer Staples";55.95;-3.3344858;4130248;2.727;1.94
"GLW";"Corning Inc.";"Information Technology";31.28;-1.293783;6868012;-0.665;0.62
"GM";"General Motors";"Consumer Discretionary";41;-3.3702574;13982144;2.049;1.52
"GOOG";"Alphabet Inc Class C";"Information Technology";1111.9;-4.778619;4857943;18.224;NA
"GOOGL";"Alphabet Inc Class A";"Information Technology";1119.2;-5.2801747;5892122;18.224;NA
"GPC";"Genuine Parts";"Consumer Discretionary";102.19;-0.988273;1091379;4.469;2.682
"GPN";"Global Payments Inc.";"Information Technology";108.72;-2.5719109;1053201;1.629;0.064
"GPS";"Gap Inc.";"Consumer Discretionary";32.09;-2.402679;4474828;2.17;0.92
"GRMN";"Garmin Ltd.";"Consumer Discretionary";62.41;-0.43076015;975208;3.669;2.04
"GS";"Goldman Sachs Group";"Financials";260.04;-4.4778323;5913920;9.008;2.9
"GT";"Goodyear Tire & Rubber";"Consumer Discretionary";34.35;-0.46363333;2273962;3.902;0.4
"GWW";"Grainger (W.W.) Inc.";"Industrials";259.69;-2.4198709;845462;10.021;5.06
"HAL";"Halliburton Co.";"Energy";52.19;-4.2560997;14070770;-0.532;0.72
"HAS";"Hasbro Inc.";"Consumer Discretionary";94.12;-1.6920778;1823310;4.68;2.22
"HBAN";"Huntington Bancshares";"Financials";16.08;-1.5911887;12434608;1;0.35
"HBI";"Hanesbrands Inc";"Consumer Discretionary";20.99;-2.1445267;10024136;1.619;0.56
"HCA";"HCA Holdings";"Health Care";99.69;-2.494127;2417630;5.95;NA
"HCN";"Welltower Inc.";"Real Estate";58.45;0.7064091;2827526;2.474;3.48
"HCP";"HCP Inc.";"Real Estate";23.86;1.2303815;4547463;1.131;1.48
"HD";"Home Depot";"Consumer Discretionary";193.97;-2.9664795;6178952;7.2;3.56
"HES";"Hess Corporation";"Energy";47.79;-5.534689;5479678;-20.167;1
"HIG";"Hartford Financial Svc.Gp.";"Financials";58.01;-1.2931805;1782351;1.315;0.92
"HII";"Huntington Ingalls Industries";"Industrials";243.77;0.9525006;514749;13.284;2.4
"HLT";"Hilton Worldwide Holdings Inc";"Consumer Discretionary";82.65;-3.6263998;2718375;0.098;0.66
"HOG";"Harley-Davidson";"Consumer Discretionary";47.5;-2.423994;2698865;3.02;1.46
"HOLX";"Hologic";"Health Care";42.04;-1.2682031;1921760;2.64;NA
"HON";"Honeywell Int'l Inc.";"Industrials";156.65;-1.8791106;4208686;2.14;2.74
"HP";"Helmerich & Payne";"Energy";70.11;-3.8930726;1593963;3.694;2.8
"HPE";"Hewlett Packard Enterprise";"Information Technology";16.65;-0.83383733;13333953;0.205;0.26
"HPQ";"HP Inc.";"Information Technology";22.48;-3.5193124;9163108;1.48;0.531
"HRB";"Block H&R";"Financials";25.46;-2.6386254;2913591;1.871;0.92
"HRL";"Hormel Foods Corp.";"Consumer Staples";33.65;-1.261738;2169027;1.57;0.68
"HRS";"Harris Corporation";"Information Technology";155.9;-1.1288679;788591;4.48;2.16
"HSIC";"Henry Schein";"Health Care";74.35;-1.2353883;1344649;3.477;NA
"HST";"Host Hotels & Resorts";"Real Estate";20.11;-2.2362618;5685855;0.809;0.8
"HSY";"The Hershey Company";"Consumer Staples";102.97;-0.7709313;2333373;3.66;2.548
"HUM";"Humana Inc.";"Health Care";276.5;-1.1688133;939990;12.609;1.49
"IBM";"International Business Machines";"Information Technology";159.03;-2.0751202;5251938;6.135;5.9
"ICE";"Intercontinental Exchange";"Financials";73.98;-1.0962563;2540319;2.749;0.77
"IDXX";"IDEXX Laboratories";"Health Care";186.36;-3.913378;770643;2.94;NA
"IFF";"Intl Flavors & Fragrances";"Materials";146.13;-1.256842;382191;5.217;2.61
"ILMN";"Illumina Inc";"Health Care";220.18;-4.390117;1538819;4.92;NA
"INCY";"Incyte";"Health Care";85.92;-4.1820006;2394510;-0.777;NA
"INFO";"IHS Markit Ltd.";"Industrials";47.02;-1.2184832;2108075;1;NA
"INTC";"Intel Corp.";"Information Technology";46.15;-3.1479537;28663029;1.99;1.077
"INTU";"Intuit Inc.";"Information Technology";163.42;-1.3462094;1412876;3.777;1.41
"IP";"International Paper";"Materials";62.17;0.81076694;4226295;5.131;1.863
"IPG";"Interpublic Group";"Consumer Discretionary";21.29;-2.204867;4854953;1.451;0.69
"IQV";"IQVIA Holdings Inc.";"Health Care";100.54;-3.438342;827650;0.244;NA
"IR";"Ingersoll-Rand PLC";"Industrials";95.24;-1.4078681;2601308;5.042;1.7
"IRM";"Iron Mountain Incorporated";"Real Estate";33.66;-2.772961;2364154;0.789;2.204
"ISRG";"Intuitive Surgical Inc.";"Health Care";416.96;-2.1036866;939639;5.67;NA
"IT";"Gartner Inc";"Information Technology";135.19;-2.6219113;523225;-0.439;NA
"ITW";"Illinois Tool Works";"Industrials";170.38;-1.5599705;1518796;4.86;2.86
"IVZ";"Invesco Ltd.";"Financials";35.16;-2.4146516;5003882;2.75;1.16
"JBHT";"J. B. Hunt Transport Services";"Industrials";118.17;-2.169056;1853774;6.18;0.92
"JCI";"Johnson Controls International";"Industrials";39.53;-0.7033474;5307497;1.612;1.01
"JEC";"Jacobs Engineering Group";"Industrials";67.12;-4.1416655;1043291;2.42;0.45
"JNJ";"Johnson & Johnson";"Health Care";137.68;-1.671198;9262508;0.47;3.32
"JNPR";"Juniper Networks";"Information Technology";26.26;-1.092275;5380633;0.8;0.4
"JPM";"JPMorgan Chase & Co.";"Financials";114.28;-2.216141;16477307;6.31;2.12
"JWN";"Nordstrom";"Consumer Discretionary";47.85;-2.8031712;1842334;2.867;1.48
"K";"Kellogg Co.";"Consumer Staples";65.45;-4.200824;3240426;2.234;2.1
"KEY";"KeyCorp";"Financials";21.76;-0.7751941;15179486;1.126;0.38
"KHC";"Kraft Heinz Co";"Consumer Staples";77.19;-1.756392;5239738;3.2;2.425
"KIM";"Kimco Realty";"Real Estate";14.87;-3.1901028;11164094;0.859;1.08
"KLAC";"KLA-Tencor Corp.";"Information Technology";106.52;-4.1655464;1504833;4.16;2.26
"KMB";"Kimberly-Clark";"Consumer Staples";116.21;-1.4334202;2614075;6.4;3.88
"KMI";"Kinder Morgan";"Energy";17.5;-3.1007724;18493464;0.012;0.5
"KMX";"Carmax Inc";"Consumer Discretionary";68.75;-2.9091902;2090244;3.737;NA
"KO";"Coca-Cola Company (The)";"Consumer Staples";46.73;-1.5173893;12912307;1.038;1.46
"KORS";"Michael Kors Holdings";"Consumer Discretionary";65.27;-1.0010673;2476029;3.597;NA
"KR";"Kroger Co.";"Consumer Staples";29.34;-2.8798378;7695934;1.685;0.49
"KSS";"Kohl's Corp.";"Consumer Discretionary";63.47;-2.4888542;4562577;3.789;2.15
"KSU";"Kansas City Southern";"Industrials";110.15;-2.409853;1051910;9.16;1.38
"L";"Loews Corp.";"Financials";50.82;-1.4925382;1320550;2.871;0.25
"LB";"L Brands Inc.";"Consumer Discretionary";47.51;-3.7284706;5217878;3.294;2.4
"LEG";"Leggett & Platt";"Consumer Discretionary";45.05;-1.292726;1512723;2.453;1.4
"LEN";"Lennar Corp.";"Consumer Discretionary";60.02;-4.487587;4867369;3.38;0.157
"LH";"Laboratory Corp. of America Holding";"Health Care";169.66;-1.9532998;668510;7.17;NA
"LKQ";"LKQ Corporation";"Consumer Discretionary";40.93;-2.05791;1411218;1.593;NA
"LLL";"L-3 Communications Holdings";"Industrials";210.5;-1.6722729;593002;8.505;3
"LLY";"Lilly (Eli) & Co.";"Health Care";81.18;-1.4925413;5152459;-0.194;2.08
"LMT";"Lockheed Martin Corp.";"Industrials";352.66;-1.3207233;1958577;6.891;7.46
"LNC";"Lincoln National";"Financials";83.04;-3.3407085;1686756;9.22;1.16
"LNT";"Alliant Energy Corp";"Utilities";38.91;-0.43501016;1888751;1.863;1.239
"LOW";"Lowe's Cos.";"Consumer Discretionary";101.5;-2.2722902;6247851;4.149;1.52
"LRCX";"Lam Research";"Information Technology";179.06;-5.3143687;5527560;9.105;1.85
"LUK";"Leucadia National Corp.";"Financials";26.29;-2.737698;1645311;1.542;0.287
"LUV";"Southwest Airlines";"Industrials";58.71;-2.6529634;4480194;5.79;0.475
"LYB";"LyondellBasell";"Materials";112.17;-4.5848923;4224647;9.319;3.5
"M";"Macy's Inc.";"Consumer Discretionary";24.89;-2.8493419;10778585;2.277;1.51
"MA";"Mastercard Inc.";"Information Technology";170.55;-1.3762735;6556476;4.286;0.88
"MAA";"Mid-America Apartments";"Real Estate";91.69;-0.065392435;875143;2.86;3.48
"MAC";"Macerich";"Real Estate";61.46;-2.0245504;3492954;1.044;2.84
"MAR";"Marriott Int'l.";"Consumer Discretionary";141.17;-4.3045053;2672334;3.671;1.26
"MAS";"Masco Corp.";"Industrials";42.9;-2.654863;3942852;1.676;0.405
"MAT";"Mattel Inc.";"Consumer Discretionary";16.53;7.8981786;16567552;-3.07;0.91
"MCD";"McDonald's Corp.";"Consumer Discretionary";169.38;-1.4659623;4604454;6.367;3.83
"MCHP";"Microchip Technology";"Information Technology";93.31;-1.3010402;1945337;2.428;1.445
"MCK";"McKesson Corp.";"Health Care";159.21;-4.2461042;2173949;22.735;1.24
"MCO";"Moody's Corp";"Financials";158.61;-3.032345;786684;2.806;1.51
"MDLZ";"Mondelez International";"Consumer Staples";45.5;-0.80662507;10937071;1.91;0.82
"MDT";"Medtronic plc";"Health Care";84.45;-0.6236837;5564450;3.636;1.78
"MET";"MetLife Inc.";"Financials";47.56;-0.8960206;9583793;-0.525;1.6
