"symbol";"nimi";"sektor";"hind";"tootlus";"kogus";"kasum_aktsia_kohta";"dividend_aktsia_kohta"
"MGM";"MGM Resorts International";"Consumer Discretionary";35.58;-3.3939724;8430750;1.018;0.33
"MHK";"Mohawk Industries";"Consumer Discretionary";270.58;-1.9921763;924211;49.89534;NA
"MKC";"McCormick & Co.";"Consumer Staples";103.56;-3.6830351;1246461;3.72;1.88
"MLM";"Martin Marietta Materials";"Materials";217.29;-3.0301716;1261778;6.848;1.7
"MMC";"Marsh & McLennan";"Financials";84.69;-0.42328113;3418509;2.874;1.43
"MMM";"3M Company";"Industrials";245.17;-1.1172075;3925658;7.93;4.7
"MNST";"Monster Beverage";"Consumer Staples";66.63;-1.9137392;3118313;1.37;NA
"MO";"Altria Group Inc";"Consumer Staples";69.4;-0.757899;8652367;5.314;2.54
"MON";"Monsanto Co.";"Materials";121;-0.730166;2925969;5.39;2.16
"MOS";"The Mosaic Company";"Materials";26.04;-3.0889463;5635018;0.957;0.85
"MPC";"Marathon Petroleum";"Energy";67.41;-1.8634425;5035082;3.153;1.52
"MRK";"Merck & Co.";"Health Care";58.56;-2.1717327;12264081;1.033;1.87
"MRO";"Marathon Oil Corp.";"Energy";17.52;-4.9376006;10885077;-8.315;0.2
"MS";"Morgan Stanley";"Financials";55.48;-3.429071;9783679;3.09;0.95
"MSFT";"Microsoft Corp.";"Information Technology";91.78;-2.6310241;47867753;1.23;1.62
"MSI";"Motorola Solutions Inc.";"Information Technology";103.87;4.792171;4455927;-0.952;1.93
"MTB";"M&T Bank Corp.";"Financials";189.2;-1.8926674;568288;8.7;3
"MTD";"Mettler Toledo";"Health Care";667.16;-2.4776735;176030;16.488;NA
"MU";"Micron Technology";"Information Technology";40.82;-3.930341;40657381;6.398;NA
"MYL";"Mylan N.V.";"Health Care";42.1;-2.206738;4230556;1.617;NA
"NAVI";"Navient";"Financials";14.21;-2.202338;3150548;1.04;0.64
"NBL";"Noble Energy Inc";"Energy";29.2;-5.471022;6180321;-4.092;0.4
"NCLH";"Norwegian Cruise Line";"Consumer Discretionary";59;-2.6241956;1370249;3.203;NA
"NDAQ";"Nasdaq, Inc.";"Financials";80.34;-1.2658306;1496022;1.558;1.4
"NEE";"NextEra Energy";"Utilities";155.92;-0.2686441;2322781;11.37;3.93
"NEM";"Newmont Mining Corporation";"Materials";38.97;-3.4440026;5936215;0.153;0.225
"NFLX";"Netflix Inc.";"Information Technology";267.43;0.8903253;9123610;1.25;NA
"NFX";"Newfield Exploration Co";"Energy";30.36;-5.30256;3736398;1.732;NA
"NI";"NiSource Inc.";"Utilities";23.97;-1.1138632;2915597;0.819;0.7
"NKE";"Nike";"Consumer Discretionary";67.22;-0.63562495;9348290;2.311;0.74
"NLSN";"Nielsen Holdings";"Industrials";37.49;-2.648654;4037172;1.42;1.3
"NOC";"Northrop Grumman Corp.";"Industrials";336.79;-1.7703953;1227003;11.47;3.9
"NOV";"National Oilwell Varco Inc.";"Energy";35.69;-4.648682;2658658;-2.482;0.2
"NRG";"NRG Energy";"Utilities";26.19;-0.90805817;4394222;-5.062;0.12
"NSC";"Norfolk Southern Corp.";"Industrials";145.03;-2.316968;1774596;18.61;2.44
"NTAP";"NetApp";"Information Technology";60.22;-3.120976;1914342;2.325;0.78
"NTRS";"Northern Trust Corp.";"Financials";104.63;-2.013487;1453484;4.92;1.6
"NUE";"Nucor Corp.";"Materials";64.24;-3.2238617;3814066;3.399;1.51
"NVDA";"Nvidia Corporation";"Information Technology";233.52;-2.902285;17961555;4.001;0.56
"NWL";"Newell Brands";"Consumer Discretionary";27.98;2.116788;19499209;2.582;0.84
"NWS";"News Corp. Class B";"Consumer Discretionary";16.75;-2.3323593;308285;-1.129;0.2
"NWSA";"News Corp. Class A";"Consumer Discretionary";16.41;-2.4375734;2367804;-1.129;0.2
"O";"Realty Income Corporation";"Real Estate";51.25;-0.6590427;2514574;1.218;2.507
"OKE";"ONEOK";"Energy";57.75;-3.3311043;2459850;1.624;2.72
"OMC";"Omnicom Group";"Consumer Discretionary";74.91;-1.6800089;2955372;5.025;2.2
"ORCL";"Oracle Corp.";"Information Technology";50.13;-2.9052875;17562215;2.328;0.72
"ORLY";"O'Reilly Automotive";"Consumer Discretionary";252.64;-3.7121751;1470105;11.722;NA
"OXY";"Occidental Petroleum";"Energy";73.58;-3.311428;5505047;0.704;3.05
"PAYX";"Paychex Inc.";"Information Technology";66.6;-0.6415042;3252947;2.32;1.92
"PBCT";"People's United Financial";"Financials";19.63;-0.9086336;3028480;0.97;0.688
"PCAR";"PACCAR Inc.";"Industrials";72.6;-2.8372626;1944732;4.75;0.99
"PCG";"PG&E Corp.";"Utilities";41.44;-2.6544542;5668493;4.349;2.035
"PCLN";"Priceline.com Inc";"Consumer Discretionary";1859.1;-2.3422914;513771;71.303;NA
"PDCO";"Patterson Companies";"Health Care";35.22;-1.2338717;1176925;1.671;1.02
"PEG";"Public Serv. Enterprise Inc.";"Utilities";50.04;-1.2433339;3781253;1.029;1.7
"PEP";"PepsiCo Inc.";"Consumer Staples";118.67;-1.3549501;3348919;4.839;3.115
"PFE";"Pfizer Inc.";"Health Care";36.61;-0.59734243;24277891;3.52;1.28
"PFG";"Principal Financial Group";"Financials";66.35;-3.0820928;1352538;7.88;1.87
"PG";"Procter & Gamble";"Consumer Staples";84.25;-1.8637141;12846332;3.749;2.738
"PGR";"Progressive Corp.";"Financials";53.24;-0.6345654;3004371;2.72;1.125
"PH";"Parker-Hannifin";"Industrials";190.64;-1.46276;2002521;7.801;2.61
"PHM";"Pulte Homes Inc.";"Consumer Discretionary";30.7;-2.4157608;5958311;1.44;0.36
"PKG";"Packaging Corporation of America";"Materials";123.1;-0.35616192;1020102;7.07;2.52
"PKI";"PerkinElmer";"Health Care";78.08;-2.4243875;624467;2.64;0.28
"PLD";"Prologis";"Real Estate";63.83;0.1726312;2646791;3.057;1.76
"PM";"Philip Morris International";"Consumer Staples";103.44;-1.6449517;6421805;4.53;4.19
"PNC";"PNC Financial Services";"Financials";157.97;-0.74143434;2782046;10.364;2.6
"PNR";"Pentair Ltd.";"Industrials";71.24;-1.2749525;1359906;3.625;1.38
"PNW";"Pinnacle West Capital";"Utilities";77.73;-0.93040496;681587;4.642;2.62
"PPG";"PPG Industries";"Materials";115.61;-1.7088947;1659166;6.313;1.7
"PPL";"PPL Corp.";"Utilities";31.19;-0.1280788;5091639;2.209;1.565
"PRGO";"Perrigo";"Health Care";90.4;-0.61565256;859882;-9.208;0.625
"PRU";"Prudential Financial";"Financials";117.33;-2.6468594;2017827;9.928;2.95
"PSA";"Public Storage";"Real Estate";190.31;-0.35082114;973962;6.84;8
"PSX";"Phillips 66";"Energy";97.01;-3.8171709;4492340;3.964;2.66
"PVH";"PVH Corp.";"Consumer Discretionary";151.07;-2.0107615;592840;6.707;0.15
"PWR";"Quanta Services Inc.";"Industrials";36.09;-5.6717153;2779731;1.838;NA
"PX";"Praxair Inc.";"Materials";155.05;-2.9906769;2086193;4.32;3.15
"PXD";"Pioneer Natural Resources";"Energy";178.74;-4.237872;2306483;0.73;0.08
"PYPL";"PayPal";"Information Technology";76.57;-2.3341858;21979787;1.47;NA
"QCOM";"QUALCOMM Inc.";"Information Technology";66.07;-1.0928193;10971652;-2.832;2.24
"QRVO";"Qorvo";"Information Technology";80.77;-3.083753;4082291;-0.141;NA
"RCL";"Royal Caribbean Cruises Ltd";"Consumer Discretionary";129.66;-2.7379746;1416339;7.53;2.16
"RE";"Everest Re Group Ltd.";"Financials";229.61;-0.23029406;346787;6.572;5
"REG";"Regency Centers Corporation";"Real Estate";60.12;-0.9391988;859083;0.912;2.07
"REGN";"Regeneron";"Health Care";347.86;0.5986225;1546555;11.028;NA
"RF";"Regions Financial Corp.";"Financials";19.25;-1.4841397;14249800;1.005;0.315
"RHI";"Robert Half International";"Industrials";56.24;-3.9125185;1994983;2.33;0.96
"RHT";"Red Hat Inc.";"Information Technology";128.01;-1.9981632;1382548;1.851;NA
"RJF";"Raymond James Financial Inc.";"Financials";94.33;-3.11216;659502;4.127;0.66
"RL";"Polo Ralph Lauren Corp.";"Consumer Discretionary";109.8;-1.524661;1577202;-1.009;2
"RMD";"ResMed";"Health Care";96.97;-2.689413;764510;1.987;1.38
"ROK";"Rockwell Automation Inc.";"Industrials";194.02;-2.595511;1154594;2.895;3.115
"ROP";"Roper Technologies";"Industrials";285.2;1.4044487;678260;6.889;1.4
"ROST";"Ross Stores";"Consumer Discretionary";79.08;-3.5609734;3229972;3.131;0.64
"RRC";"Range Resources Corp.";"Energy";13.55;-2.7279263;12546018;-0.209;0.08
"RSG";"Republic Services Inc";"Industrials";68.24;-0.7995392;1492045;2.361;1.305
"RTN";"Raytheon Co.";"Industrials";206.8;-1.9207982;2430464;6.947;3.19
"SBAC";"SBA Communications";"Real Estate";173.21;-0.8699073;777709;0.835;NA
"SBUX";"Starbucks Corp.";"Consumer Discretionary";55.77;-0.4107135;15358909;3.016;1.1
"SCG";"SCANA Corp";"Utilities";39.17;0.25594696;2659891;3.146;2.413
"SCHW";"Charles Schwab Corporation";"Financials";53.34;-2.8592236;9097595;1.61;0.32
"SEE";"Sealed Air";"Materials";46.22;-1.7431965;2290446;5.254;0.64
"SHW";"Sherwin-Williams";"Materials";403.13;-2.1837769;660187;18.672;3.4
"SIG";"Signet Jewelers";"Consumer Discretionary";51.37;-2.412615;1965172;6.58;1.19
"SJM";"JM Smucker";"Consumer Staples";120.12;-4.689357;1481681;4.94;3.06
"SLB";"Schlumberger Ltd.";"Energy";73.69;-2.4102762;9066579;-1.084;2
"SLG";"SL Green Realty";"Real Estate";98.07;-1.4371862;1426507;0.874;3.138
"SNA";"Snap-On Inc.";"Consumer Discretionary";167.89;-1.1714183;793169;9.73;2.84
"SNI";"Scripps Networks Interactive Inc.";"Consumer Discretionary";87.95;-0.7560435;1049095;4.666;1.15
"SNPS";"Synopsys Inc.";"Information Technology";90.16;-1.3350773;1017540;0.88;NA
"SO";"Southern Co.";"Utilities";44.17;-0.47319266;7211562;0.544;2.28
"SPG";"Simon Property Group Inc";"Real Estate";156.52;-1.9605322;3166161;6.24;7.15
"SPGI";"S&P Global, Inc.";"Financials";177.33;-2.565933;1118848;6.804;1.59
"SRCL";"Stericycle Inc";"Industrials";73.38;-1.1717209;819571;-0.554;NA
"SRE";"Sempra Energy";"Utilities";105.58;-0.89176476;2005608;4.515;3.217
"STI";"SunTrust Banks";"Financials";69.48;-2.702703;4794080;4.47;1.32
"STZ";"Constellation Brands";"Consumer Staples";215.89;-2.1749978;1745172;9.19;1.96
"STT";"State Street Corp.";"Financials";107.47;-2.592224;2503658;5.24;1.6
"STX";"Seagate Technology";"Information Technology";51.77;-4.904479;6567155;2.198;2.52
"SWK";"Stanley Black & Decker";"Consumer Discretionary";163.84;-1.7569155;1309284;8.04;2.42
"SWKS";"Skyworks Solutions";"Information Technology";98.96;-4.062048;3767699;5.41;1.16
"SYF";"Synchrony Financial";"Financials";38.68;-2.100729;6191996;2.42;0.56
"SYK";"Stryker Corp.";"Health Care";162.25;-1.5353798;1240948;2.68;1.7
"SYMC";"Symantec Corp.";"Information Technology";27.02;-1.2426907;8481885;1.618;0.3
"SYY";"Sysco Corp.";"Consumer Staples";61.18;-1.3066646;4004185;2.185;1.32
"ZBH";"Zimmer Biomet Holdings";"Health Care";125.79;-1.8722222;1392663;9.03;0.96
"ZION";"Zions Bancorp";"Financials";54.15;-1.5096363;4533570;2.6;0.44
"ZTS";"Zoetis";"Health Care";76.78;-1.3364185;2595187;1.899;0.41
"T";"AT&T Inc";"Telecommunication Services";38.07;-2.783453;46098657;4.76;1.97
"TAP";"Molson Coors Brewing Company";"Consumer Staples";81.06;-2.9802577;1242601;10.363;1.64
"TDG";"TransDigm Group";"Industrials";307.28;-2.5126946;466927;7.881;NA
"TEL";"TE Connectivity Ltd.";"Information Technology";102.18;-1.5417215;2801881;3.462;1.57
"TGT";"Target Corp.";"Consumer Discretionary";72.95;-2.6944168;6807824;4.772;2.42
"TIF";"Tiffany & Co.";"Consumer Discretionary";105.51;-1.2540911;1599448;3.722;1.9
"TJX";"TJX Companies Inc.";"Consumer Discretionary";78.47;-2.0349529;5735076;3.704;1.198
"TMK";"Torchmark Corp.";"Financials";88.21;-2.788185;796937;4.695;0.59
"TMO";"Thermo Fisher Scientific";"Health Care";217.69;-2.100197;1992430;5.592;0.6
"TPR";"Tapestry, Inc.";"Consumer Discretionary";45.96;-2.1294718;2707572;1.604;1.35
"TRIP";"TripAdvisor";"Consumer Discretionary";34.35;-0.77989733;1493803;0.465;NA
"TROW";"T. Rowe Price Group";"Financials";109.89;-2.0238984;2512806;5.97;2.28
"TRV";"The Travelers Companies Inc.";"Financials";147.95;-1.3666687;2297933;7.33;2.83
"TSCO";"Tractor Supply Company";"Consumer Discretionary";67.88;-4.9832096;4546991;3.375;1.02
"TSN";"Tyson Foods";"Consumer Staples";74.49;-1.6763519;1949559;4.79;0.9
"TSS";"Total System Services";"Information Technology";86.83;-1.7982315;2023772;3.16;0.46
"TWX";"Time Warner Inc.";"Consumer Discretionary";96.75;-0.25773194;6076612;6.64;1.61
"TXN";"Texas Instruments";"Information Technology";107.66;-2.1983993;7474446;3.606;2.12
"TXT";"Textron Inc.";"Industrials";59.06;-1.3034738;1747178;2.313;0.08
"UA";"Under Armour Class C";"Consumer Discretionary";12.41;-2.2834644;2607829;0.325;NA
"UAA";"Under Armour Class A";"Consumer Discretionary";13.65;-2.1505392;4974219;0.325;NA
"UAL";"United Continental Holdings";"Industrials";65.68;-2.1891305;4189758;7.019;NA
"UDR";"UDR Inc";"Real Estate";35.2;-0.3115282;1776916;1.056;1.225
"UHS";"Universal Health Services, Inc.";"Health Care";119.3;-1.640694;638383;7.28;0.4
"ULTA";"Ulta Salon Cosmetics & Fragrance Inc";"Consumer Discretionary";219.47;0.031908534;1030709;7.825;NA
"UNH";"United Health Group Inc.";"Health Care";231.88;-1.4199457;3959904;10.719;2.875
"UNM";"Unum Group";"Financials";52.71;-1.0698193;2412993;4.262;0.86
"UNP";"Union Pacific";"Industrials";129.36;-2.2813146;8181225;13.36;2.48
"UPS";"United Parcel Service";"Industrials";116.47;-2.543721;9235616;5.61;3.32
"URI";"United Rentals, Inc.";"Industrials";173.3;-3.5346456;1496713;15.73;NA
"USB";"U.S. Bancorp";"Financials";56.9;-0.9745868;7111310;3.51;1.16
"UTX";"United Technologies";"Industrials";134.61;-2.682191;4684662;5.7;2.76
"V";"Visa Inc.";"Information Technology";120.91;-3.8259604;13937710;3.01;0.735
"VAR";"Varian Medical Systems";"Health Care";124.86;-1.9321388;692185;1.331;NA
"WAT";"Waters Corporation";"Health Care";212.49;-2.2450154;642724;0.25;NA
"WBA";"Walgreens Boots Alliance";"Consumer Staples";73.56;-3.2868788;7024843;3.625;1.55
"WDC";"Western Digital";"Information Technology";85.25;-2.738165;5010389;1.283;2
"WEC";"Wec Energy Group Inc";"Utilities";62.01;-0.9424923;1878203;3.79;2.08
"VFC";"V.F. Corp.";"Consumer Discretionary";79.89;-0.90548664;3193930;2.378;1.68
"WFC";"Wells Fargo";"Financials";64.07;-2.1981413;18905283;4.1;1.54
"WHR";"Whirlpool Corp.";"Consumer Discretionary";178.06;-2.4275346;852221;4.7;4.3
"VIAB";"Viacom Inc.";"Consumer Discretionary";32.22;-2.9810236;5548206;4.677;0.8
"VLO";"Valero Energy";"Energy";93.19;-1.5841166;4656726;9.16;2.8
"WLTW";"Willis Towers Watson";"Financials";161.66;-1.378718;431522;3.405;2.07
"WM";"Waste Management Inc.";"Industrials";86.53;-1.5025609;2057055;3.12;1.685
"WMB";"Williams Cos.";"Energy";30.7;-3.093433;4370785;0.585;1.1
"VMC";"Vulcan Materials";"Materials";131;-2.4063144;1861538;2.865;0.95
"WMT";"Wal-Mart Stores";"Consumer Staples";104.48;-0.9855888;9253068;3.767;2.03
"VNO";"Vornado Realty Trust";"Real Estate";70.33;-0.22697693;2462362;4.118;2.65
"WRK";"WestRock Company";"Materials";67.24;1.4483994;2711178;6.864;1.63
"VRSK";"Verisk Analytics";"Industrials";98.83;-1.426292;1086583;2.72;NA
"VRSN";"Verisign Inc.";"Information Technology";112.51;-1.9093242;860163;3.689;NA
"VRTX";"Vertex Pharmaceuticals Inc";"Health Care";166.24;-3.9019597;3455085;1.04;NA
"VZ";"Verizon Communications";"Telecommunication Services";52.98;-2.4309387;15574016;7.36;2.335
"VTR";"Ventas Inc";"Real Estate";54.33;-0.12867591;2815322;3.264;3.1
"WU";"Western Union Co";"Information Technology";20.28;-1.9816328;6520662;0.431;0.685
"WY";"Weyerhaeuser Corp.";"Real Estate";35.68;-3.982776;10419440;1.147;1.24
"WYN";"Wyndham Worldwide";"Consumer Discretionary";121.54;-2.8612547;763783;5.579;2.24
"WYNN";"Wynn Resorts Ltd";"Consumer Discretionary";166.56;-2.305125;5398823;7.28;2
"XEC";"Cimarex Energy";"Energy";110.95;-2.1691267;1162116;3.868;0.32
"XEL";"Xcel Energy Inc";"Utilities";44.48;-0.7364468;2924433;2.33;1.42
"XL";"XL Capital";"Financials";38.25;3.9684672;9168193;-2.156;0.88
"XLNX";"Xilinx Inc";"Information Technology";70.64;-2.5520742;2935363;1.923;1.38
"XOM";"Exxon Mobil Corp.";"Energy";84.53;-5.097116;29822144;3.074;3.04
"XRAY";"Dentsply Sirona";"Health Care";60.06;-1.1032408;1374001;-3.448;0.34
"XRX";"Xerox Corp.";"Information Technology";31.63;-3.41985;3526028;0.712;1
"XYL";"Xylem Inc.";"Industrials";75.66;1.0956806;2171757;1.72;0.695
"YUM";"Yum! Brands Inc";"Consumer Discretionary";82.63;-1.6075327;3161369;3.268;1.2
